episode,seed,scale_index,scale,epsilon,total_reward,steps,final_score,completed_tasks,expired_tasks,eval_score_mean,eval_reward_mean,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count
26.0,33.0,0.0,medium,0.17556182834681144,3240.5717626301594,155.0,3177.2402472257877,43.0,37.0,3172.8714524665374,3184.219234094852,20.0,73.0,35.0,21.0,5.0,1.0
27.0,34.0,0.0,medium,0.1746840192050774,3240.5717626301594,155.0,3177.2402472257877,43.0,37.0,3172.8714524665374,3184.219234094852,20.0,73.0,35.0,21.0,5.0,1.0
28.0,35.0,0.0,medium,0.173810599109052,3240.5717626301594,155.0,3177.2402472257877,43.0,37.0,3172.8714524665374,3184.219234094852,20.0,73.0,35.0,21.0,5.0,1.0
29.0,36.0,0.0,medium,0.17294154611350673,2735.5541672672366,146.0,2735.3280430348436,39.0,40.0,3506.7393650327126,3636.467874437131,23.0,66.0,29.0,21.0,5.0,2.0
30.0,37.0,0.0,medium,0.1720768383829392,3889.8000837862937,157.0,3711.991753760829,48.0,34.0,3902.7749496505903,4089.031287067975,39.0,72.0,18.0,21.0,5.0,2.0
31.0,38.0,0.0,medium,0.1712164541910245,3818.4027534044817,161.0,3634.916376049136,47.0,33.0,3506.7393650327126,3636.467874437131,51.0,65.0,18.0,21.0,4.0,2.0
32.0,39.0,0.0,medium,0.17036037192006936,3661.3515281715877,159.0,3523.2662198745306,46.0,34.0,4026.841292595663,4246.3706045915915,65.0,44.0,18.0,21.0,9.0,2.0
33.0,40.0,0.0,medium,0.16950857006046902,4268.857916730236,166.0,4039.3586782978646,51.0,31.0,4026.841292595663,4246.3706045915915,50.0,39.0,20.0,21.0,34.0,2.0
34.0,41.0,0.0,medium,0.16866102721016668,4268.857916730236,166.0,4039.3586782978646,51.0,31.0,4026.841292595663,4246.3706045915915,40.0,39.0,20.0,21.0,44.0,2.0
35.0,42.0,0.0,medium,0.16781772207411585,4268.857916730236,166.0,4039.3586782978646,51.0,31.0,4026.841292595663,4246.3706045915915,68.0,39.0,20.0,21.0,16.0,2.0
36.0,43.0,0.0,medium,0.16697863346374528,4268.857916730236,166.0,4039.3586782978646,51.0,31.0,4026.841292595663,4246.3706045915915,80.0,39.0,20.0,21.0,4.0,2.0
37.0,44.0,0.0,medium,0.16614374029642656,4268.857916730236,166.0,4039.3586782978646,51.0,31.0,4026.841292595663,4246.3706045915915,80.0,39.0,20.0,21.0,4.0,2.0
38.0,45.0,0.0,medium,0.16531302159494443,4268.857916730236,166.0,4039.3586782978646,51.0,31.0,4026.841292595663,4246.3706045915915,80.0,39.0,20.0,21.0,4.0,2.0
39.0,46.0,0.0,medium,0.16448645648696972,4268.857916730236,166.0,4039.3586782978646,51.0,31.0,4015.93608987406,4189.778727745723,69.0,39.0,20.0,21.0,4.0,13.0
40.0,47.0,0.0,medium,0.16366402420453488,4132.456080616517,164.0,3940.942138863178,50.0,31.0,4015.93608987406,4189.778727745723,56.0,39.0,18.0,21.0,4.0,26.0
41.0,48.0,0.0,medium,0.1628457040835122,4132.456080616517,164.0,3940.942138863178,50.0,31.0,4015.93608987406,4189.778727745723,56.0,39.0,18.0,21.0,4.0,26.0
42.0,49.0,0.0,medium,0.16203147556309463,4132.456080616517,164.0,3940.942138863178,50.0,31.0,4015.93608987406,4189.778727745723,56.0,39.0,18.0,21.0,4.0,26.0
43.0,50.0,0.0,medium,0.16122131818527916,4264.205084699085,167.0,4042.6670912455797,51.0,31.0,4026.841292595663,4246.3706045915915,78.0,40.0,18.0,21.0,4.0,6.0
44.0,51.0,0.0,medium,0.16041521159435276,4238.140843827134,168.0,4039.77862245162,51.0,31.0,4026.841292595663,4246.3706045915915,61.0,40.0,18.0,21.0,4.0,24.0
45.0,52.0,0.0,medium,0.159613135536381,4264.205084699085,167.0,4042.6670912455797,51.0,31.0,4026.841292595663,4246.3706045915915,79.0,40.0,18.0,21.0,4.0,5.0
46.0,53.0,0.0,medium,0.15881506985869911,4238.140843827134,168.0,4039.77862245162,51.0,31.0,4026.841292595663,4246.3706045915915,61.0,40.0,18.0,21.0,4.0,24.0
47.0,54.0,0.0,medium,0.15802099450940563,4264.205084699085,167.0,4042.6670912455797,51.0,31.0,4026.841292595663,4246.3706045915915,78.0,41.0,18.0,21.0,4.0,5.0
48.0,55.0,0.0,medium,0.1572308895368586,4238.140843827134,168.0,4039.77862245162,51.0,31.0,4026.841292595663,4246.3706045915915,61.0,40.0,18.0,21.0,4.0,24.0
49.0,56.0,0.0,medium,0.1564447350891743,4264.205084699085,167.0,4042.6670912455797,51.0,31.0,4015.93608987406,4189.778727745723,64.0,40.0,19.0,21.0,4.0,19.0
50.0,57.0,0.0,medium,0.15566251141372844,4264.205084699085,167.0,4042.6670912455797,51.0,31.0,4026.841292595663,4246.3706045915915,65.0,39.0,17.0,21.0,4.0,21.0
51.0,58.0,0.0,medium,0.1548841988566598,4264.205084699085,167.0,4042.6670912455797,51.0,31.0,4015.93608987406,4189.778727745723,82.0,38.0,18.0,21.0,4.0,4.0
52.0,59.0,0.0,medium,0.1541097778623765,4238.140843827134,168.0,4039.77862245162,51.0,31.0,4015.93608987406,4189.778727745723,58.0,40.0,17.0,21.0,4.0,28.0
53.0,60.0,0.0,medium,0.15333922897306462,4238.140843827134,168.0,4039.77862245162,51.0,31.0,4015.93608987406,4189.778727745723,58.0,40.0,17.0,21.0,4.0,28.0
54.0,61.0,0.0,medium,0.1525725328281993,4238.140843827134,168.0,4039.77862245162,51.0,31.0,4026.841292595663,4246.3706045915915,60.0,39.0,18.0,21.0,4.0,26.0
55.0,62.0,0.0,medium,0.1518096701640583,4268.355084699086,166.0,4042.6670912455797,51.0,31.0,3506.7393650327126,3636.467874437131,71.0,48.0,17.0,21.0,4.0,5.0
56.0,63.0,0.0,medium,0.151050621813238,4257.651156864961,165.0,4023.8151356752983,51.0,32.0,3506.7393650327126,3636.467874437131,47.0,59.0,21.0,21.0,4.0,13.0
57.0,64.0,0.0,medium,0.15029536870417182,3903.906395306784,156.0,3713.0344633654454,48.0,34.0,3506.7393650327126,3636.467874437131,47.0,55.0,17.0,21.0,5.0,11.0
58.0,65.0,0.0,medium,0.14954389186065095,4226.087646144521,170.0,4018.0370835574436,51.0,32.0,4035.665772929305,4278.9813299971165,40.0,55.0,19.0,21.0,4.0,31.0
59.0,66.0,0.0,medium,0.1487961724013477,4415.896089407442,169.0,4158.851147332167,52.0,30.0,4026.841292595663,4246.3706045915915,43.0,41.0,18.0,21.0,36.0,10.0
60.0,67.0,0.0,medium,0.14805219153934096,4268.355084699086,166.0,4042.6670912455797,51.0,31.0,3506.7393650327126,3636.467874437131,59.0,48.0,18.0,21.0,16.0,4.0
61.0,68.0,0.0,medium,0.14731193058164427,4110.893468251395,163.0,3926.265185205154,50.0,32.0,4015.93608987406,4189.778727745723,53.0,40.0,17.0,21.0,6.0,26.0
62.0,69.0,0.0,medium,0.14657537092873604,4060.3287548455187,164.0,3860.3020093170567,49.0,30.0,4015.93608987406,4189.778727745723,55.0,37.0,18.0,21.0,4.0,29.0
63.0,70.0,0.0,medium,0.14584249407409236,4458.359293611747,164.0,4209.800448492639,53.0,32.0,4015.93608987406,4189.778727745723,55.0,40.0,17.0,20.0,4.0,28.0
64.0,71.0,0.0,medium,0.1451132816037219,4100.259685800518,164.0,3910.3487737124406,50.0,33.0,3902.7749496505903,4089.031287067975,30.0,69.0,18.0,20.0,4.0,23.0
65.0,72.0,0.0,medium,0.1443877151957033,3945.142526851769,166.0,3784.772285285482,49.0,35.0,3589.873955020742,3727.3860290480284,47.0,74.0,17.0,20.0,4.0,4.0
66.0,73.0,0.0,medium,0.14366577661972477,3949.6949517008798,158.0,3750.609985747329,48.0,32.0,3506.7393650327126,3636.467874437131,41.0,70.0,18.0,20.0,4.0,5.0
67.0,74.0,0.0,medium,0.14294744773662615,3636.443475355292,159.0,3506.7393650327126,46.0,35.0,3506.7393650327126,3636.467874437131,65.0,49.0,17.0,20.0,4.0,4.0
68.0,75.0,0.0,medium,0.14223271049794303,3769.0517343535585,154.0,3598.7166551934265,47.0,35.0,3506.7393650327126,3636.467874437131,54.0,54.0,18.0,20.0,4.0,4.0
69.0,76.0,0.0,medium,0.14152154694545332,3636.443475355292,159.0,3506.7393650327126,46.0,35.0,3506.7393650327126,3636.467874437131,58.0,48.0,17.0,20.0,12.0,4.0
70.0,77.0,0.0,medium,0.14081393921072605,3636.443475355292,159.0,3506.7393650327126,46.0,35.0,3506.7393650327126,3636.467874437131,56.0,47.0,18.0,20.0,14.0,4.0
71.0,78.0,0.0,medium,0.1401098695146724,3636.443475355292,159.0,3506.7393650327126,46.0,35.0,3506.7393650327126,3636.467874437131,49.0,48.0,17.0,20.0,19.0,6.0
72.0,79.0,0.0,medium,0.13940932016709906,3637.724714379712,158.0,3514.5097326488185,46.0,35.0,3506.7393650327126,3636.467874437131,39.0,49.0,16.0,21.0,29.0,4.0
73.0,80.0,0.0,medium,0.13871227356626356,3637.724714379712,158.0,3514.5097326488185,46.0,35.0,3506.7393650327126,3636.467874437131,65.0,49.0,16.0,21.0,3.0,4.0
74.0,81.0,0.0,medium,0.13801871219843223,3637.724714379712,158.0,3514.5097326488185,46.0,35.0,3090.1116612328856,3153.63478476589,64.0,48.0,16.0,21.0,4.0,5.0
75.0,82.0,0.0,medium,0.13732861863744006,3637.724714379712,158.0,3514.5097326488185,46.0,35.0,3090.1116612328856,3153.63478476589,36.0,49.0,16.0,21.0,31.0,5.0
76.0,83.0,0.0,medium,0.13664197554425286,3356.337689935273,157.0,3292.8259147950625,44.0,37.0,4015.93608987406,4191.778727745723,42.0,65.0,16.0,21.0,9.0,4.0
77.0,84.0,0.0,medium,0.1359587656665316,3085.4343865323003,154.0,3052.170582667517,42.0,39.0,3493.21227908855,3634.4233846265415,16.0,63.0,16.0,21.0,16.0,22.0
78.0,85.0,0.0,medium,0.13527897183819892,3585.253823986594,159.0,3492.0731016447858,46.0,36.0,4015.93608987406,4191.778727745723,10.0,69.0,16.0,21.0,36.0,7.0
79.0,86.0,0.0,medium,0.13460257697900793,3393.51758712079,151.0,3288.752582347211,44.0,37.0,3464.3250623255267,3548.0251892219003,16.0,57.0,16.0,21.0,33.0,8.0
80.0,87.0,0.0,medium,0.13392956409411289,2632.033238631857,145.0,2651.8073817394798,38.0,40.0,3484.473099390729,3583.3308540114976,27.0,55.0,16.0,21.0,6.0,20.0
81.0,88.0,0.0,medium,0.1332599162736423,2990.0250329837936,149.0,2965.331945454916,41.0,39.0,3589.873955020742,3727.3860290480284,14.0,58.0,16.0,21.0,18.0,22.0
82.0,89.0,0.0,medium,0.1325936166922741,2999.927845305966,149.0,2967.107912591803,41.0,39.0,3464.3250623255267,3548.0251892219003,10.0,59.0,16.0,21.0,21.0,22.0
83.0,90.0,0.0,medium,0.13193064860881273,2996.8317517869655,148.0,2964.100316710547,41.0,39.0,3201.9676726463586,3300.168109368933,17.0,54.0,16.0,21.0,21.0,19.0
84.0,91.0,0.0,medium,0.13127099536576867,2694.3982899854846,148.0,2725.762193677299,39.0,41.0,2976.8995563404355,2995.5992050497734,15.0,68.0,17.0,21.0,11.0,16.0
85.0,92.0,0.0,medium,0.13061464038893983,2855.9948169051545,147.0,2848.372347585089,40.0,40.0,3486.6571349847163,3586.1639156847777,15.0,62.0,16.0,21.0,10.0,23.0
86.0,93.0,0.0,medium,0.12996156718699514,2996.8317517869655,148.0,2964.100316710547,41.0,39.0,3902.7749496505903,4098.881287067972,11.0,50.0,18.0,21.0,18.0,30.0
87.0,94.0,0.0,medium,0.12931175935106015,3065.2057106910147,153.0,3048.0232780791835,42.0,39.0,4014.5595187910194,4196.390216392516,9.0,63.0,18.0,21.0,20.0,22.0
88.0,95.0,0.0,medium,0.12866520055430486,3335.8726813361272,157.0,3281.929704250314,44.0,36.0,3101.6091182674954,3184.6817728345914,9.0,47.0,16.0,21.0,12.0,52.0
89.0,96.0,0.0,medium,0.12802187455153333,2994.1923017532213,150.0,2978.129525607221,41.0,38.0,3247.9094787084923,3305.135045317824,9.0,52.0,16.0,21.0,28.0,24.0
90.0,97.0,0.0,medium,0.12738176517877567,3602.9041980442394,159.0,3493.052960223252,46.0,36.0,3493.21227908855,3634.4233846265415,12.0,66.0,23.0,21.0,14.0,23.0
91.0,98.0,0.0,medium,0.1267448563528818,3892.272933627523,160.0,3727.2007886077704,48.0,33.0,4039.0460490520823,4278.623787114281,10.0,39.0,23.0,20.0,37.0,31.0
92.0,99.0,0.0,medium,0.12611113207111738,3884.786372221729,159.0,3722.8166216434734,48.0,33.0,4121.521961256768,4353.707889641098,9.0,28.0,23.0,28.0,30.0,41.0
93.0,100.0,0.0,medium,0.1254805764107618,4061.1437950978566,163.0,3896.3407825528507,50.0,34.0,3453.502701844773,3544.9389147904103,19.0,22.0,22.0,35.0,25.0,40.0
94.0,101.0,0.0,medium,0.12485317352870799,3446.3513574307453,153.0,3312.2595547033575,44.0,34.0,3391.53961260043,3523.6123364290356,13.0,54.0,17.0,13.0,11.0,45.0
95.0,102.0,0.0,medium,0.12422890766106445,3070.6484000968107,156.0,3053.2499031490083,42.0,38.0,3392.9847598624656,3477.3913241052633,23.0,56.0,15.0,16.0,5.0,41.0
96.0,103.0,0.0,medium,0.12360776312275913,3991.8845063264152,160.0,3821.2039956529566,49.0,33.0,3392.9847598624656,3477.3913241052633,17.0,65.0,20.0,32.0,10.0,16.0
97.0,104.0,0.0,medium,0.12298972430714533,3623.9044688857875,158.0,3505.9621159098074,46.0,35.0,3392.9847598624656,3477.3913241052633,8.0,47.0,20.0,21.0,36.0,26.0
98.0,105.0,0.0,medium,0.1223747756856096,3981.778385567422,157.0,3802.391132885986,49.0,34.0,3398.5878422664114,3499.2372895150606,10.0,58.0,20.0,33.0,22.0,14.0
99.0,106.0,0.0,medium,0.12176290180718155,3499.2372895150606,158.0,3398.5878422664114,45.0,35.0,3398.5878422664114,3499.2372895150606,11.0,51.0,24.0,16.0,30.0,26.0
100.0,107.0,0.0,medium,0.12115408729814564,3499.2372895150606,158.0,3398.5878422664114,45.0,35.0,3808.3683161025215,4004.575946247152,11.0,61.0,14.0,16.0,30.0,26.0
101.0,108.0,0.0,medium,0.12054831686165492,3809.203779389616,158.0,3648.8146144726825,47.0,31.0,3808.3683161025215,4004.575946247152,18.0,64.0,23.0,17.0,17.0,19.0
102.0,109.0,0.0,medium,0.11994557527734664,3568.169911212824,164.0,3476.018181828117,46.0,35.0,3932.628789742956,4190.70325652966,11.0,48.0,25.0,30.0,24.0,26.0
103.0,110.0,0.0,medium,0.11934584740095991,4304.597548546699,158.0,4028.940745504643,51.0,31.0,3386.6195409058296,3451.0372994910063,10.0,40.0,17.0,71.0,11.0,9.0
104.0,111.0,0.0,medium,0.11874911816395511,3642.6041703345404,157.0,3507.9040906347745,46.0,34.0,3708.942095436446,3863.052022656377,10.0,50.0,13.0,35.0,21.0,28.0
105.0,112.0,0.0,medium,0.11815537257313534,3719.674428075775,155.0,3535.8222751333938,46.0,33.0,3708.942095436446,3863.052022656377,10.0,49.0,13.0,29.0,43.0,11.0
106.0,113.0,0.0,medium,0.11756459571026966,3719.674428075775,155.0,3535.8222751333938,46.0,33.0,3708.942095436446,3863.052022656377,10.0,49.0,13.0,36.0,43.0,4.0
107.0,114.0,0.0,medium,0.1169767727317183,3719.824428075775,155.0,3535.8222751333938,46.0,33.0,3612.21492717409,3743.528412168454,10.0,50.0,13.0,29.0,42.0,11.0
108.0,115.0,0.0,medium,0.1163918888680597,4232.996795433941,160.0,3958.504742137545,50.0,29.0,3935.8341353399373,4189.891911180599,9.0,56.0,22.0,31.0,14.0,28.0
109.0,116.0,0.0,medium,0.11580992942371941,4408.575514449411,165.0,4140.567726578908,52.0,31.0,3617.327874151346,3781.4376461312017,30.0,26.0,20.0,39.0,8.0,42.0
110.0,117.0,0.0,medium,0.11523087977660082,3781.2876461312017,160.0,3617.327874151346,47.0,34.0,4010.8530450360568,4235.943008885944,7.0,72.0,24.0,8.0,35.0,14.0
111.0,118.0,0.0,medium,0.11465472537771781,4275.721590473547,165.0,4047.540663949092,51.0,30.0,3996.558734974254,4159.915040333003,10.0,54.0,24.0,25.0,18.0,34.0
112.0,119.0,0.0,medium,0.11408145175082922,4224.99059553984,174.0,4029.798088148936,51.0,32.0,3933.0037165633953,4149.20556842875,14.0,57.0,15.0,29.0,16.0,43.0
113.0,120.0,0.0,medium,0.11351104449207507,4564.842177475739,162.0,4260.210000521372,53.0,29.0,3617.327874151346,3781.4376461312017,9.0,46.0,16.0,47.0,36.0,8.0
114.0,121.0,0.0,medium,0.11294348926961469,4389.5569677752455,164.0,4134.673483523617,52.0,31.0,4237.360869705238,4489.155675831512,7.0,69.0,13.0,25.0,42.0,8.0
115.0,122.0,0.0,medium,0.11237877182326661,4373.117011734638,174.0,4145.9759475398405,52.0,30.0,4090.8825435606323,4261.990616508963,7.0,50.0,13.0,28.0,54.0,22.0
116.0,123.0,0.0,medium,0.11181687796415028,4258.747427650742,165.0,4025.380915393505,51.0,32.0,4090.8825435606323,4261.990616508963,8.0,37.0,16.0,30.0,38.0,36.0
117.0,124.0,0.0,medium,0.11125779357432954,4159.312008671377,172.0,3995.739129008254,51.0,32.0,4090.8825435606323,4261.990616508963,7.0,37.0,13.0,28.0,15.0,72.0
118.0,125.0,0.0,medium,0.11070150460645789,4159.312008671377,172.0,3995.739129008254,51.0,32.0,4090.8825435606323,4261.990616508963,7.0,37.0,13.0,28.0,15.0,72.0
119.0,126.0,0.0,medium,0.1101479970834256,4159.312008671377,172.0,3995.739129008254,51.0,32.0,4087.6771979636505,4272.801961858025,7.0,37.0,13.0,28.0,15.0,72.0
120.0,127.0,0.0,medium,0.10959725709800847,4672.569923367032,169.0,4362.89832658641,54.0,28.0,4237.360869705238,4489.155675831512,9.0,23.0,31.0,42.0,11.0,53.0
121.0,128.0,0.0,medium,0.10904927081251842,4638.052941836251,174.0,4355.308243658601,54.0,29.0,3952.0497149205103,4169.632918116446,25.0,37.0,16.0,29.0,48.0,19.0
122.0,129.0,0.0,medium,0.10850402445845582,4281.397099596507,161.0,4042.45135467854,51.0,31.0,3952.0497149205103,4169.632918116446,28.0,37.0,13.0,29.0,27.0,27.0
123.0,130.0,0.0,medium,0.10796150433616354,4281.397099596507,161.0,4042.45135467854,51.0,31.0,3952.0497149205103,4169.632918116446,28.0,37.0,13.0,29.0,27.0,27.0
124.0,131.0,0.0,medium,0.10742169681448273,4281.397099596507,161.0,4042.45135467854,51.0,31.0,3952.0497149205103,4169.632918116446,28.0,37.0,13.0,29.0,27.0,27.0
125.0,132.0,0.0,medium,0.10688458833041031,4281.397099596507,161.0,4042.45135467854,51.0,31.0,3952.0497149205103,4169.632918116446,28.0,37.0,13.0,29.0,27.0,27.0
126.0,133.0,0.0,medium,0.10635016538875826,4281.397099596507,161.0,4042.45135467854,51.0,31.0,3952.0497149205103,4169.632918116446,28.0,37.0,13.0,29.0,27.0,27.0
127.0,134.0,0.0,medium,0.10581841456181447,4281.397099596507,161.0,4042.45135467854,51.0,31.0,3952.0497149205103,4169.632918116446,28.0,37.0,12.0,30.0,27.0,27.0
128.0,135.0,0.0,medium,0.1052893224890054,4281.397099596507,161.0,4042.45135467854,51.0,31.0,3952.0497149205103,4169.632918116446,28.0,37.0,12.0,30.0,27.0,27.0
129.0,136.0,0.0,medium,0.10476287587656037,4281.397099596507,161.0,4042.45135467854,51.0,31.0,3952.0497149205103,4169.632918116446,28.0,37.0,12.0,30.0,27.0,27.0
130.0,137.0,0.0,medium,0.10423906149717757,4281.397099596507,161.0,4042.45135467854,51.0,31.0,3952.0497149205103,4169.632918116446,28.0,37.0,12.0,30.0,27.0,27.0
131.0,138.0,0.0,medium,0.10371786618969168,4281.397099596507,161.0,4042.45135467854,51.0,31.0,3952.0497149205103,4169.632918116446,28.0,37.0,12.0,30.0,27.0,27.0
132.0,139.0,0.0,medium,0.10319927685874322,4281.397099596507,161.0,4042.45135467854,51.0,31.0,3952.0497149205103,4169.632918116446,28.0,37.0,12.0,30.0,27.0,27.0
133.0,140.0,0.0,medium,0.10268328047444951,4723.007034308145,169.0,4413.893984491767,55.0,30.0,4260.322936767488,4532.207234970148,27.0,37.0,27.0,33.0,13.0,32.0
134.0,141.0,0.0,medium,0.10216986407207726,4245.559940953228,164.0,4019.373493743119,51.0,32.0,3852.412447641872,4058.8333604023373,33.0,34.0,16.0,27.0,10.0,44.0
135.0,142.0,0.0,medium,0.10165901475171688,3655.4804504203935,162.0,3526.852651512068,46.0,33.0,3852.412447641872,4058.8333604023373,18.0,51.0,12.0,15.0,58.0,8.0
136.0,143.0,0.0,medium,0.10115071967795829,4024.449010496456,165.0,3836.473804482769,49.0,32.0,3735.6499375104754,3903.2517559249527,22.0,57.0,12.0,9.0,36.0,29.0
137.0,144.0,0.0,medium,0.10064496607956849,3799.651422537252,161.0,3634.0758285707816,47.0,33.0,3852.412447641872,4058.8333604023373,14.0,49.0,16.0,17.0,35.0,30.0
138.0,145.0,0.0,medium,0.10014174124917065,4103.452195498341,166.0,3920.276471760126,50.0,32.0,3744.0393904427033,3923.5271433911826,22.0,78.0,12.0,16.0,17.0,21.0
139.0,146.0,0.0,medium,0.09964103254292479,3799.651422537252,161.0,3634.0758285707816,47.0,33.0,3735.6499375104754,3903.2517559249527,9.0,47.0,16.0,21.0,35.0,33.0
140.0,147.0,0.0,medium,0.09914282738021017,4024.449010496456,165.0,3836.473804482769,49.0,32.0,3852.412447641872,4058.8333604023373,27.0,67.0,12.0,9.0,36.0,14.0
141.0,148.0,0.0,medium,0.09864711324330912,3720.0505807004533,164.0,3608.9653007335323,47.0,34.0,3852.412447641872,4058.8333604023373,15.0,57.0,12.0,9.0,61.0,10.0
142.0,149.0,0.0,medium,0.09815387767709258,3840.9116816101296,168.0,3711.8615854637997,48.0,34.0,3735.6499375104754,3903.2517559249527,22.0,61.0,16.0,15.0,12.0,42.0
143.0,150.0,0.0,medium,0.09766310828870711,4024.449010496456,165.0,3836.473804482769,49.0,32.0,3852.412447641872,4058.8333604023373,32.0,57.0,12.0,9.0,30.0,25.0
144.0,151.0,0.0,medium,0.09717479274726358,3721.755855373723,163.0,3604.332288254064,47.0,34.0,3852.412447641872,4058.8333604023373,28.0,57.0,12.0,9.0,34.0,23.0
145.0,152.0,0.0,medium,0.09668891878352726,3825.5816421858253,165.0,3694.265646279283,48.0,34.0,4005.1002016409166,4219.424431254858,14.0,67.0,12.0,9.0,13.0,50.0
146.0,153.0,0.0,medium,0.09620547418960962,4145.598762591554,166.0,3946.4217196376712,50.0,31.0,4005.1002016409166,4219.424431254858,36.0,45.0,16.0,16.0,9.0,44.0
