assigned_time,assigned_vehicle,assigned_vehicles,collaborative,complete_time,deadline,delivered_weight,event_type,origin_node,release_time,remaining_weight,service_distance,service_duration,status,task_id,time,weight
,,{},False,,67,0.0,released,57,0,19.1,0.0,0,pending,4,0,19.1
0,0,{0: 19.1},False,,67,0.0,assigned,57,0,19.1,0.0,0,assigned,4,0,19.1
,,{},False,,34,0.0,released,1,2,3.47,0.0,0,pending,257,2,3.47
2,1,{1: 3.47},False,,34,0.0,assigned,1,2,3.47,0.0,0,assigned,257,2,3.47
,,{},False,,45,0.0,released,103,3,27.55,0.0,0,pending,34,3,27.55
,,{},False,,69,0.0,released,51,3,4.67,0.0,0,pending,107,3,4.67
,,{},False,,48,0.0,released,46,3,14.41,0.0,0,pending,270,3,14.41
3,2,{2: 4.67},False,,69,0.0,assigned,51,3,4.67,0.0,0,assigned,107,3,4.67
3,3,{3: 14.41},False,,48,0.0,assigned,46,3,14.41,0.0,0,assigned,270,3,14.41
3,4,{4: 27.55},False,,45,0.0,assigned,103,3,27.55,0.0,0,assigned,34,3,27.55
,,{},False,,83,0.0,released,54,4,15.63,0.0,0,pending,182,4,15.63
4,5,{5: 15.63},False,,83,0.0,assigned,54,4,15.63,0.0,0,assigned,182,4,15.63
,,{},False,,43,0.0,released,62,6,7.63,0.0,0,pending,128,6,7.63
6,6,{6: 7.63},False,,43,0.0,assigned,62,6,7.63,0.0,0,assigned,128,6,7.63
2,1,{},False,6,34,3.47,completed,1,2,0.0,6.1138,4,completed,257,6,3.47
,,{},False,,77,0.0,released,116,8,21.59,0.0,0,pending,55,8,21.59
8,7,{7: 21.59},False,,77,0.0,assigned,116,8,21.59,0.0,0,assigned,55,8,21.59
,,{},False,,74,0.0,released,38,10,11.29,0.0,0,pending,199,10,11.29
10,8,{8: 11.29},False,,74,0.0,assigned,38,10,11.29,0.0,0,assigned,199,10,11.29
3,2,{},False,10,69,4.67,completed,51,3,0.0,10.925,7,completed,107,10,4.67
,,{},False,,86,0.0,released,110,11,11.7,0.0,0,pending,278,11,11.7
11,9,{9: 11.7},False,,86,0.0,assigned,110,11,11.7,0.0,0,assigned,278,11,11.7
,,{},False,,91,0.0,released,2,13,10.69,0.0,0,pending,247,13,10.69
13,1,{1: 10.69},False,,91,0.0,assigned,2,13,10.69,0.0,0,assigned,247,13,10.69
,,{},False,,91,0.0,released,10,15,2.1,0.0,0,pending,56,15,2.1
15,10,{10: 2.1},False,,91,0.0,assigned,10,15,2.1,0.0,0,assigned,56,15,2.1
,,{},False,,46,0.0,released,26,21,24.5,0.0,0,pending,101,21,24.5
21,11,{11: 24.5},False,,46,0.0,assigned,26,21,24.5,0.0,0,assigned,101,21,24.5
,,{},False,,75,0.0,released,48,23,7.35,0.0,0,pending,210,23,7.35
23,2,{2: 7.35},False,,75,0.0,assigned,48,23,7.35,0.0,0,assigned,210,23,7.35
,,{},False,,57,0.0,released,88,26,17.06,0.0,0,pending,80,26,17.06
15,10,{},False,27,91,2.1,completed,10,15,0.0,18.9208,12,completed,56,27,2.1
3,3,{},False,28,48,14.41,completed,46,3,0.0,38.5608,25,completed,270,28,14.41
,,{},False,,74,0.0,released,70,29,7.94,0.0,0,pending,205,29,7.94
29,12,{12: 7.94},False,,74,0.0,assigned,70,29,7.94,0.0,0,assigned,205,29,7.94
,,{},False,,91,0.0,released,10,30,24.75,0.0,0,pending,6,30,24.75
,,{},False,,105,0.0,released,120,30,23.19,0.0,0,pending,125,30,23.19
30,13,{13: 24.75},False,,91,0.0,assigned,10,30,24.75,0.0,0,assigned,6,30,24.75
30,14,{14: 23.19},False,,105,0.0,assigned,120,30,23.19,0.0,0,assigned,125,30,23.19
0,0,{},False,31,67,19.1,completed,57,0,0.0,46.8921,31,completed,4,31,19.1
8,7,{},False,31,77,21.59,completed,116,8,0.0,35.8218,23,completed,55,31,21.59
4,5,{},False,32,83,15.63,completed,54,4,0.0,42.2854,28,completed,182,32,15.63
,,{},False,,110,0.0,released,52,35,5.74,0.0,0,pending,246,35,5.74
35,15,{15: 5.74},False,,110,0.0,assigned,52,35,5.74,0.0,0,assigned,246,35,5.74
13,1,{},False,35,91,10.69,completed,2,13,0.0,34.0479,22,completed,247,35,10.69
3,4,{},False,35,45,27.55,completed,103,3,0.0,49.2051,32,completed,34,35,27.55
6,6,{},False,35,43,7.63,completed,62,6,0.0,44.6818,29,completed,128,35,7.63
,,{},False,,95,0.0,released,36,37,20.66,0.0,0,pending,184,37,20.66
37,16,{16: 20.66},False,,95,0.0,assigned,36,37,20.66,0.0,0,assigned,184,37,20.66
,,{},False,,105,0.0,released,50,38,23.91,0.0,0,pending,161,38,23.91
,,{},False,,82,0.0,released,3,38,10.81,0.0,0,pending,271,38,10.81
38,17,{17: 10.81},False,,82,0.0,assigned,3,38,10.81,0.0,0,assigned,271,38,10.81
38,18,{18: 23.91},False,,105,0.0,assigned,50,38,23.91,0.0,0,assigned,161,38,23.91
,,{},False,,104,0.0,released,49,40,10.54,0.0,0,pending,269,40,10.54
40,19,{19: 10.54},False,,104,0.0,assigned,49,40,10.54,0.0,0,assigned,269,40,10.54
10,8,{},False,40,74,11.29,completed,38,10,0.0,45.6117,30,completed,199,40,11.29
,,{},False,,115,0.0,released,6,41,20.71,0.0,0,pending,187,41,20.71
37,16,{},False,41,95,20.66,completed,36,37,0.0,6.3397,4,completed,184,41,20.66
,,{},False,,110,0.0,released,88,42,10.64,0.0,0,pending,64,42,10.64
30,13,{},False,42,91,24.75,completed,10,30,0.0,18.9208,12,completed,6,42,24.75
38,17,{},False,42,82,10.81,completed,3,38,0.0,7.0189,4,completed,271,42,10.81
,,{},False,,72,0.0,released,117,43,16.84,0.0,0,pending,179,43,16.84
43,10,{10: 16.84},False,,72,0.0,assigned,117,43,16.84,0.0,0,assigned,179,43,16.84
,,{},False,,101,0.0,released,38,44,6.09,0.0,0,pending,245,44,6.09
,,{},False,,93,0.0,released,56,45,7.1,0.0,0,pending,279,45,7.1
,,{},False,,117,0.0,released,90,46,10.06,0.0,0,pending,65,46,10.06
11,9,{},False,46,86,11.7,completed,110,11,0.0,52.6144,35,completed,278,46,11.7
,,{},False,,84,0.0,released,30,47,5.24,0.0,0,pending,169,47,5.24
21,11,{},False,47,46,0.0,expired,26,21,24.5,0.0,0,expired,101,47,24.5
47,16,{16: 5.24},False,,84,0.0,assigned,30,47,5.24,0.0,0,assigned,169,47,5.24
,,{},False,,112,0.0,released,54,48,15.21,0.0,0,pending,200,48,15.21
48,17,{17: 7.1},False,,93,0.0,assigned,56,45,7.1,0.0,0,assigned,279,48,7.1
,,{},False,,118,0.0,released,101,49,13.65,0.0,0,pending,252,49,13.65
23,2,{},False,52,75,7.35,completed,48,23,0.0,43.6379,29,completed,210,52,7.35
,,{},False,,107,0.0,released,8,55,3.44,0.0,0,pending,116,55,3.44
,,{},False,,101,0.0,released,35,55,13.29,0.0,0,pending,272,55,13.29
55,3,{3: 13.65},False,,118,0.0,assigned,101,49,13.65,0.0,0,assigned,252,55,13.65
43,10,{},False,55,72,16.84,completed,117,43,0.0,18.6581,12,completed,179,55,16.84
30,14,{},False,55,105,23.19,completed,120,30,0.0,38.256,25,completed,125,55,23.19
56,13,{13: 13.29},False,,101,0.0,assigned,35,55,13.29,0.0,0,assigned,272,56,13.29
,,{},False,,125,0.0,released,79,57,20.87,0.0,0,pending,118,57,20.87
,,{},False,,99,0.0,released,47,58,7.81,0.0,0,pending,20,58,7.81
,,{},False,58,57,0.0,expired,88,26,17.06,0.0,0,expired,80,58,17.06
,,{},False,,117,0.0,released,21,59,9.91,0.0,0,pending,166,59,9.91
35,15,{},False,59,110,5.74,completed,52,35,0.0,37.1938,24,completed,246,59,5.74
29,12,{},False,60,74,7.94,completed,70,29,0.0,46.7674,31,completed,205,60,7.94
38,18,{},False,62,105,23.91,completed,50,38,0.0,36.41,24,completed,161,62,23.91
,,{},False,,140,0.0,released,104,63,2.23,0.0,0,pending,190,63,2.23
,,{},False,,90,0.0,released,109,63,15.11,0.0,0,pending,290,63,15.11
,,{},False,,101,0.0,released,99,64,19.28,0.0,0,pending,239,64,19.28
55,3,{},False,65,118,13.65,completed,101,49,0.0,15.885,10,completed,252,65,13.65
40,19,{},False,67,104,10.54,completed,49,40,0.0,41.3902,27,completed,269,67,10.54
47,16,{},False,68,84,5.24,completed,30,47,0.0,32.3213,21,completed,169,68,5.24
,,{},False,,145,0.0,released,17,69,2.92,0.0,0,pending,268,69,2.92
69,0,{0: 2.92},False,,145,0.0,assigned,17,69,2.92,0.0,0,assigned,268,69,2.92
,,{},False,,106,0.0,released,110,71,27.49,0.0,0,pending,230,71,27.49
,,{},False,,101,0.0,released,18,72,18.48,0.0,0,pending,191,72,18.48
72,1,{1: 18.48},False,,101,0.0,assigned,18,72,18.48,0.0,0,assigned,191,72,18.48
48,17,{},False,72,93,7.1,completed,56,45,0.0,36.2365,24,completed,279,72,7.1
,,{},False,,117,0.0,released,59,74,14.28,0.0,0,pending,195,74,14.28
,,{},False,,108,0.0,released,35,77,3.32,0.0,0,pending,248,77,3.32
69,0,{},False,77,145,2.92,completed,17,69,0.0,13.0586,8,completed,268,77,2.92
,,{},False,,142,0.0,released,36,79,19.01,0.0,0,pending,139,79,19.01
,,{},False,,111,0.0,released,53,79,6.85,0.0,0,pending,220,79,6.85
79,5,{5: 19.01},False,,142,0.0,assigned,36,79,19.01,0.0,0,assigned,139,79,19.01
,,{},False,,119,0.0,released,64,80,13.71,0.0,0,pending,258,80,13.71
80,7,{7: 13.71},False,,119,0.0,assigned,64,80,13.71,0.0,0,assigned,258,80,13.71
56,13,{},False,82,101,13.29,completed,35,55,0.0,39.8365,26,completed,272,82,13.29
,,{},False,,152,0.0,released,72,83,26.68,0.0,0,pending,13,83,26.68
,,{},False,,120,0.0,released,38,83,21.76,0.0,0,pending,102,83,21.76
,,{},False,,143,0.0,released,70,83,8.88,0.0,0,pending,236,83,8.88
79,5,{},False,83,142,19.01,completed,36,79,0.0,6.3397,4,completed,139,83,19.01
72,1,{},False,84,101,18.48,completed,18,72,0.0,18.0723,12,completed,191,84,18.48
,,{},False,,156,0.0,released,76,85,10.4,0.0,0,pending,227,85,10.4
85,10,{10: 10.4},False,,156,0.0,assigned,76,85,10.4,0.0,0,assigned,227,85,10.4
,,{},False,,144,0.0,released,58,86,14.68,0.0,0,pending,219,86,14.68
,,{},False,,139,0.0,released,96,86,18.26,0.0,0,pending,251,86,18.26
