episode,seed,scale_index,scale,epsilon,total_reward,steps,final_score,completed_tasks,expired_tasks,eval_score_mean,eval_reward_mean,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count,action_6_count,action_7_count
30.0,37.0,0.0,small,0.1720768383829392,2933.0775496328206,74.0,2461.969314427241,27.0,0.0,2151.6688924021737,2554.774670327806,24.0,5.0,27.0,1.0,10.0,2.0,4.0,1.0
31.0,38.0,0.0,small,0.1712164541910245,3012.8108660771695,75.0,2529.3109074263334,28.0,0.0,2337.2381838349324,2780.070959619386,34.0,14.0,14.0,3.0,6.0,2.0,0.0,2.0
32.0,39.0,0.0,small,0.17036037192006936,3347.0234736203383,70.0,2801.7582334954122,30.0,0.0,2127.1825549214495,2518.874098267459,19.0,12.0,23.0,0.0,10.0,2.0,4.0,0.0
33.0,40.0,0.0,small,0.16950857006046902,1860.2214354457237,59.0,1598.8452837739296,19.0,4.0,2395.5353773976653,2844.8859931725424,18.0,6.0,18.0,2.0,6.0,5.0,1.0,3.0
34.0,41.0,0.0,small,0.16866102721016668,2911.3244106309553,74.0,2441.3547282651602,28.0,1.0,2487.241480774597,2963.0173186914963,42.0,16.0,4.0,2.0,3.0,2.0,2.0,3.0
35.0,42.0,0.0,small,0.16781772207411585,2252.9382219081112,65.0,1913.636393495686,22.0,3.0,2182.12580086264,2583.65318425717,26.0,9.0,14.0,7.0,4.0,2.0,3.0,0.0
36.0,43.0,0.0,small,0.16697863346374528,2901.2271025388477,68.0,2429.1542845525264,27.0,0.0,2277.8315968468833,2714.367676565818,8.0,27.0,19.0,2.0,7.0,3.0,1.0,1.0
37.0,44.0,0.0,small,0.16614374029642656,2597.116474643486,61.0,2179.719720702448,24.0,0.0,2385.1107807300673,2836.215297005842,23.0,14.0,13.0,1.0,5.0,2.0,2.0,1.0
38.0,45.0,0.0,small,0.16531302159494443,2841.069865950476,68.0,2393.936117633894,27.0,1.0,2210.696370878653,2623.558591105132,24.0,17.0,12.0,7.0,3.0,1.0,1.0,3.0
39.0,46.0,0.0,small,0.16448645648696972,2645.9216665802924,72.0,2222.694342656429,25.0,0.0,2329.300446691228,2762.9067137531065,29.0,12.0,17.0,2.0,6.0,3.0,0.0,3.0
40.0,47.0,0.0,small,0.16366402420453488,3132.6170685800885,75.0,2628.5551282667957,29.0,0.0,2358.7640214732182,2800.2192669500278,29.0,9.0,24.0,2.0,6.0,0.0,3.0,2.0
41.0,48.0,0.0,small,0.1628457040835122,2720.4265457980146,69.0,2285.6637079709685,25.0,0.0,2103.8650211592944,2502.856825246649,17.0,17.0,9.0,12.0,8.0,0.0,4.0,2.0
42.0,49.0,0.0,small,0.16203147556309463,2656.4124605746542,69.0,2233.62222753034,25.0,1.0,2223.253255289049,2631.4449726977,37.0,7.0,14.0,1.0,6.0,2.0,0.0,2.0
43.0,50.0,0.0,small,0.16122131818527916,2501.0959231255474,58.0,2092.635087646482,23.0,0.0,2351.39802773158,2801.2951439776693,18.0,6.0,12.0,9.0,5.0,1.0,3.0,4.0
44.0,51.0,0.0,small,0.16041521159435276,2843.098564109904,72.0,2384.956776661507,27.0,0.0,2321.6420723353376,2764.2630724293795,29.0,26.0,9.0,4.0,2.0,0.0,0.0,2.0
45.0,52.0,0.0,small,0.159613135536381,3115.0193113076475,69.0,2614.0687480465417,29.0,0.0,2135.4480949054523,2531.6797924395046,32.0,3.0,19.0,0.0,8.0,2.0,5.0,0.0
46.0,53.0,0.0,small,0.15881506985869911,3310.215490179529,75.0,2775.9776589371695,30.0,0.0,2441.234988864809,2906.7157777012276,30.0,9.0,23.0,4.0,9.0,0.0,0.0,0.0
47.0,54.0,0.0,small,0.15802099450940563,2951.034308200376,69.0,2477.5137286920944,27.0,0.0,2214.9486511052737,2629.8311129764375,23.0,11.0,14.0,12.0,7.0,1.0,0.0,1.0
48.0,55.0,0.0,small,0.1572308895368586,2937.01472376268,65.0,2461.329272416749,27.0,0.0,2228.85405949459,2639.1358555524507,20.0,15.0,15.0,2.0,9.0,2.0,2.0,0.0
49.0,56.0,0.0,small,0.1564447350891743,3189.41078249274,71.0,2680.418960019937,30.0,0.0,2236.8422500175843,2660.1812853026427,39.0,15.0,8.0,3.0,2.0,3.0,0.0,1.0
50.0,57.0,0.0,small,0.15566251141372844,3019.3659838307517,77.0,2538.238474952115,28.0,0.0,2376.5308097015322,2829.1591692152456,29.0,20.0,10.0,5.0,4.0,3.0,4.0,2.0
51.0,58.0,0.0,small,0.1548841988566598,2987.514756518625,75.0,2503.2082409418176,28.0,0.0,2530.3192035076318,3012.7153690396713,30.0,15.0,14.0,11.0,5.0,0.0,0.0,0.0
52.0,59.0,0.0,small,0.1541097778623765,3091.990165095681,72.0,2601.7785480604284,29.0,1.0,2163.352761038531,2566.0089990078745,37.0,11.0,15.0,3.0,4.0,0.0,1.0,1.0
53.0,60.0,0.0,small,0.15333922897306462,3292.2189212693597,72.0,2758.7908124139617,30.0,0.0,2422.0340589249354,2878.3755838444454,28.0,8.0,19.0,0.0,12.0,1.0,1.0,3.0
54.0,61.0,0.0,small,0.1525725328281993,3168.2070244981633,75.0,2655.833490148515,29.0,0.0,2245.318451674705,2668.539907796643,25.0,13.0,17.0,5.0,11.0,3.0,1.0,0.0
55.0,62.0,0.0,small,0.1518096701640583,3011.282183426403,72.0,2521.8956505040046,28.0,0.0,2291.171306622211,2722.412437972241,33.0,14.0,13.0,1.0,6.0,2.0,1.0,2.0
56.0,63.0,0.0,small,0.151050621813238,2721.8763786668615,66.0,2280.7735741179463,25.0,0.0,2478.2597228681147,2954.4251657872137,12.0,15.0,16.0,17.0,6.0,0.0,0.0,0.0
57.0,64.0,0.0,small,0.15029536870417182,3019.415950677245,74.0,2533.730882230897,28.0,0.0,2460.2019519546952,2934.877642394879,22.0,16.0,21.0,8.0,5.0,0.0,0.0,2.0
58.0,65.0,0.0,small,0.14954389186065095,3127.7779316544975,75.0,2624.6685417911817,29.0,0.0,2391.3399580497917,2846.2490088333357,22.0,16.0,26.0,7.0,3.0,0.0,1.0,0.0
59.0,66.0,0.0,small,0.1487961724013477,3094.505836717048,70.0,2593.7469448892234,28.0,0.0,2226.4981776845425,2649.0452311654676,13.0,11.0,22.0,2.0,16.0,4.0,0.0,2.0
60.0,67.0,0.0,small,0.14805219153934096,3099.876031851874,74.0,2605.797793232393,29.0,0.0,2075.895106556677,2466.0808307867014,37.0,15.0,9.0,2.0,5.0,3.0,0.0,3.0
61.0,68.0,0.0,small,0.14731193058164427,2830.081478160695,72.0,2370.526880589871,26.0,0.0,2340.4050806466576,2785.2161837557005,19.0,10.0,9.0,16.0,15.0,0.0,3.0,0.0
62.0,69.0,0.0,small,0.14657537092873604,2953.4901226594416,77.0,2486.159265987298,28.0,1.0,2463.9763717921496,2937.8395875880256,36.0,3.0,23.0,2.0,6.0,5.0,0.0,2.0
63.0,70.0,0.0,small,0.14584249407409236,3050.935229300493,70.0,2568.625680695392,28.0,0.0,2379.449749753366,2830.8692266709118,31.0,10.0,2.0,2.0,13.0,0.0,2.0,10.0
64.0,71.0,0.0,small,0.1451132816037219,2871.629302958363,75.0,2417.9306919830665,27.0,2.0,2248.3217556086142,2666.836655790892,25.0,15.0,1.0,7.0,6.0,1.0,1.0,19.0
65.0,72.0,0.0,small,0.1443877151957033,3021.452112305618,72.0,2542.1249032452156,28.0,1.0,2309.909810144097,2746.627406517812,18.0,9.0,2.0,11.0,6.0,2.0,1.0,23.0
66.0,73.0,0.0,small,0.14366577661972477,2830.410303677356,70.0,2370.5441894285236,26.0,0.0,2232.9612219955598,2654.822805467457,25.0,22.0,2.0,1.0,10.0,1.0,1.0,8.0
67.0,74.0,0.0,small,0.14294744773662615,2892.0178230334086,76.0,2429.1558804095303,27.0,0.0,2192.550875400257,2599.1815257416483,26.0,10.0,0.0,13.0,4.0,2.0,0.0,21.0
68.0,75.0,0.0,small,0.14223271049794303,2819.623871478481,66.0,2365.672879193753,26.0,0.0,2495.9316773082587,2974.2171762150524,12.0,21.0,0.0,9.0,9.0,1.0,0.0,14.0
69.0,76.0,0.0,small,0.14152154694545332,2894.5336306994027,70.0,2427.8640679213927,27.0,0.0,2343.1149127982508,2783.445881954512,21.0,24.0,1.0,3.0,2.0,0.0,0.0,19.0
70.0,77.0,0.0,small,0.14081393921072605,2426.1713769457065,71.0,2065.700100413037,24.0,3.0,1986.2655455733309,2345.7624522642777,35.0,14.0,3.0,4.0,3.0,1.0,0.0,11.0
71.0,78.0,0.0,small,0.1401098695146724,2951.030944056921,73.0,2475.4963367083956,28.0,0.0,2342.2154157869845,2787.1326036300884,11.0,32.0,4.0,6.0,3.0,1.0,4.0,12.0
72.0,79.0,0.0,small,0.13940932016709906,3089.134716904719,81.0,2594.8557270261977,29.0,0.0,2204.678450545528,2618.393018809691,14.0,32.0,5.0,0.0,8.0,4.0,0.0,18.0
73.0,80.0,0.0,small,0.13871227356626356,3012.217220357035,74.0,2534.8475413583424,28.0,0.0,2360.610739360938,2817.5576934054707,33.0,22.0,1.0,0.0,8.0,0.0,1.0,9.0
74.0,81.0,0.0,small,0.13801871219843223,2951.1620330654227,72.0,2478.283515663908,27.0,0.0,2224.333965330325,2646.78125326646,20.0,21.0,1.0,4.0,10.0,3.0,1.0,12.0
75.0,82.0,0.0,small,0.13732861863744006,3012.411650564118,71.0,2531.9339847720694,28.0,0.0,2327.425689759442,2761.855370235562,19.0,35.0,0.0,0.0,5.0,0.0,1.0,11.0
76.0,83.0,0.0,small,0.13664197554425286,3055.1820903522334,71.0,2560.102748124543,28.0,0.0,2307.7682798776827,2738.330827696269,25.0,16.0,1.0,9.0,7.0,1.0,0.0,12.0
77.0,84.0,0.0,small,0.1359587656665316,2773.462433365286,68.0,2325.8218575162114,25.0,0.0,2502.521210883332,2984.714681389478,15.0,6.0,0.0,11.0,16.0,0.0,1.0,19.0
78.0,85.0,0.0,small,0.13527897183819892,3264.6423187228793,76.0,2735.19574130996,30.0,0.0,2159.416458855192,2568.748176516277,33.0,14.0,0.0,2.0,8.0,0.0,2.0,17.0
79.0,86.0,0.0,small,0.13460257697900793,2843.461410282835,62.0,2379.663836196893,26.0,0.0,2322.229986100571,2769.267891401979,18.0,14.0,0.0,10.0,8.0,1.0,1.0,10.0
80.0,87.0,0.0,small,0.13392956409411289,2148.3729026698425,61.0,1825.1701591946417,21.0,3.0,2309.574973890265,2751.1030827656255,17.0,8.0,5.0,7.0,12.0,3.0,0.0,9.0
81.0,88.0,0.0,small,0.1332599162736423,2173.8261622849454,69.0,1880.784185560072,22.0,4.0,2207.805344664772,2616.917804529906,30.0,17.0,3.0,10.0,4.0,1.0,4.0,0.0
82.0,89.0,0.0,small,0.1325936166922741,2774.2800187349726,74.0,2332.8426735787107,26.0,0.0,2334.1844444363082,2781.7759437185823,35.0,5.0,4.0,12.0,5.0,2.0,10.0,1.0
83.0,90.0,0.0,small,0.13193064860881273,2129.212183086354,62.0,1810.1514401430013,21.0,3.0,2241.952094833786,2666.50197145874,15.0,8.0,2.0,29.0,4.0,1.0,1.0,2.0
84.0,91.0,0.0,small,0.13127099536576867,3006.943439392041,69.0,2522.495268957996,28.0,0.0,2224.3186308519985,2635.575535138561,28.0,15.0,0.0,13.0,10.0,1.0,0.0,2.0
85.0,92.0,0.0,small,0.13061464038893983,2716.813566263453,66.0,2275.903855338499,25.0,0.0,2499.6429130592164,2980.4725167352103,20.0,10.0,0.0,3.0,10.0,3.0,3.0,17.0
86.0,93.0,0.0,small,0.12996156718699514,2103.812662043608,63.0,1769.1223819052043,20.0,0.0,2441.3131437271545,2905.907869395549,15.0,13.0,2.0,2.0,7.0,0.0,0.0,24.0
87.0,94.0,0.0,small,0.12931175935106015,2100.091889836,60.0,1770.9107159709254,20.0,1.0,2500.18295352893,2980.3512058548595,18.0,8.0,7.0,16.0,6.0,1.0,2.0,2.0
88.0,95.0,0.0,small,0.12866520055430486,3159.9615950387383,76.0,2650.7680474674285,29.0,0.0,2462.3478911600555,2931.2290187990616,25.0,10.0,1.0,11.0,18.0,1.0,0.0,10.0
89.0,96.0,0.0,small,0.12802187455153333,2688.950177523404,67.0,2270.535225444222,26.0,3.0,2246.4598224261313,2673.5354641795434,33.0,6.0,4.0,15.0,8.0,0.0,0.0,1.0
90.0,97.0,0.0,small,0.12738176517877567,2123.377904596541,65.0,1811.29950112642,21.0,3.0,2334.9469957843885,2782.938458813906,30.0,5.0,4.0,17.0,5.0,3.0,0.0,1.0
91.0,98.0,0.0,small,0.1267448563528818,3016.257121112779,72.0,2534.859822053209,28.0,0.0,2126.916583370493,2519.4393443213307,44.0,8.0,0.0,10.0,6.0,3.0,0.0,1.0
92.0,99.0,0.0,small,0.12611113207111738,2130.060636134062,62.0,1808.1543955879292,21.0,3.0,2276.4379237188305,2710.5523161277947,26.0,6.0,5.0,18.0,3.0,2.0,1.0,1.0
93.0,100.0,0.0,small,0.1254805764107618,3014.297873902735,79.0,2539.7984026108766,29.0,1.0,2543.762644749988,3035.940002942741,45.0,12.0,1.0,13.0,5.0,1.0,2.0,0.0
94.0,101.0,0.0,small,0.12485317352870799,2790.0705700759104,73.0,2343.2618051660606,26.0,0.0,2421.2647062939964,2882.7602463452104,26.0,9.0,1.0,10.0,21.0,5.0,0.0,1.0
95.0,102.0,0.0,small,0.12422890766106445,2752.078941259508,66.0,2305.552989708929,25.0,0.0,2339.5560241257876,2782.5091033309473,13.0,6.0,0.0,25.0,18.0,0.0,0.0,4.0
96.0,103.0,0.0,small,0.12360776312275913,2520.3999163269705,64.0,2144.2609635221534,25.0,4.0,2433.1625696064903,2893.451754137164,29.0,16.0,1.0,8.0,8.0,1.0,0.0,1.0
97.0,104.0,0.0,small,0.12298972430714533,2314.8988005762494,68.0,1952.7381798891065,22.0,1.0,2336.9416109050067,2782.987338509249,19.0,7.0,4.0,28.0,5.0,2.0,1.0,2.0
98.0,105.0,0.0,small,0.1223747756856096,2415.647399631062,69.0,2055.5691098069797,24.0,3.0,2080.483159464702,2467.3314191584263,9.0,10.0,2.0,32.0,13.0,1.0,1.0,1.0
99.0,106.0,0.0,small,0.12176290180718155,2915.402899689494,74.0,2465.209294292818,28.0,2.0,2030.5097770477657,2403.1922599638056,11.0,4.0,1.0,37.0,8.0,7.0,2.0,4.0
100.0,107.0,0.0,small,0.12115408729814564,2787.8796348768874,69.0,2336.9503171683095,26.0,0.0,2247.736054680674,2657.9129886817923,18.0,7.0,0.0,31.0,10.0,1.0,1.0,1.0
101.0,108.0,0.0,small,0.12054831686165492,2691.965934460468,67.0,2262.615201068358,25.0,0.0,2037.0612627878616,2416.1509766175363,17.0,10.0,4.0,14.0,12.0,4.0,1.0,5.0
102.0,109.0,0.0,small,0.11994557527734664,3056.7637745521906,73.0,2563.486762858838,28.0,0.0,2305.021300630466,2742.9050080001275,14.0,8.0,2.0,16.0,30.0,2.0,1.0,0.0
103.0,110.0,0.0,small,0.11934584740095991,3188.322909275341,70.0,2673.48011221267,29.0,0.0,2483.312722014747,2961.796020376452,3.0,15.0,1.0,20.0,24.0,2.0,1.0,4.0
104.0,111.0,0.0,small,0.11874911816395511,2878.860314351324,68.0,2422.974234305538,27.0,1.0,2349.4582079850547,2798.0968131154805,6.0,5.0,14.0,31.0,7.0,2.0,0.0,3.0
105.0,112.0,0.0,small,0.11815537257313534,2819.5465504535136,66.0,2360.131287973738,26.0,0.0,2200.722410192007,2613.172547736995,1.0,15.0,20.0,18.0,9.0,2.0,0.0,1.0
106.0,113.0,0.0,small,0.11756459571026966,2459.9518994663695,68.0,2067.705904005838,23.0,0.0,2325.6185010430627,2763.771436041553,10.0,20.0,5.0,18.0,13.0,0.0,1.0,1.0
107.0,114.0,0.0,small,0.1169767727317183,1662.408837092312,54.0,1430.058163671872,18.0,6.0,2329.5669817837256,2770.7725738779163,13.0,4.0,10.0,12.0,12.0,1.0,2.0,0.0
108.0,115.0,0.0,small,0.1163918888680597,2956.849313382572,67.0,2474.5787521560455,27.0,0.0,2226.661569220792,2637.4732190633927,5.0,15.0,8.0,22.0,10.0,3.0,1.0,3.0
109.0,116.0,0.0,small,0.11580992942371941,3094.695975554901,72.0,2591.6985856466054,28.0,0.0,2190.4435372739886,2598.8693208484983,28.0,8.0,8.0,11.0,14.0,0.0,0.0,3.0
110.0,117.0,0.0,small,0.11523087977660082,3198.6690866199265,73.0,2685.3904119060444,30.0,0.0,2192.8527938529264,2597.8603604894097,24.0,4.0,24.0,15.0,4.0,1.0,0.0,1.0
111.0,118.0,0.0,small,0.11465472537771781,2628.9582065237746,73.0,2220.0166745599554,25.0,2.0,2423.9516759820704,2883.449055672732,22.0,1.0,16.0,14.0,3.0,0.0,2.0,15.0
112.0,119.0,0.0,small,0.11408145175082922,2619.5565891107394,65.0,2198.7981791952498,24.0,0.0,2312.2886278914075,2752.316668130812,22.0,12.0,3.0,17.0,10.0,1.0,0.0,0.0
113.0,120.0,0.0,small,0.11351104449207507,2527.508105997459,65.0,2135.5862238750233,24.0,2.0,2266.483618249257,2693.4325467141316,8.0,2.0,11.0,29.0,10.0,4.0,0.0,1.0
114.0,121.0,0.0,small,0.11294348926961469,2784.7465397296755,63.0,2345.376403515137,26.0,1.0,2389.4147253601705,2845.4515603751356,12.0,17.0,7.0,14.0,10.0,2.0,0.0,1.0
115.0,122.0,0.0,small,0.11237877182326661,2954.1886503530163,67.0,2481.061373704752,27.0,0.0,2417.8656777124347,2883.724907740183,3.0,9.0,5.0,12.0,35.0,2.0,0.0,1.0
116.0,123.0,0.0,small,0.11181687796415028,2132.20315325851,63.0,1806.9908569031759,21.0,2.0,2346.7436520148613,2790.2221853472215,24.0,6.0,11.0,6.0,9.0,3.0,1.0,3.0
117.0,124.0,0.0,small,0.11125779357432954,2907.859847376378,77.0,2438.9831304443837,27.0,0.0,2380.5030807240487,2837.0970256889796,24.0,10.0,6.0,0.0,30.0,2.0,2.0,3.0
118.0,125.0,0.0,small,0.11070150460645789,2760.0903514510223,70.0,2321.1376098911605,26.0,1.0,2320.330712000885,2761.7169704783523,19.0,8.0,17.0,0.0,25.0,0.0,0.0,1.0
119.0,126.0,0.0,small,0.1101479970834256,3021.7634156513564,72.0,2533.2175425993864,28.0,0.0,2390.057169303953,2845.8303544764553,18.0,0.0,1.0,8.0,32.0,3.0,2.0,8.0
120.0,127.0,0.0,small,0.10959725709800847,2589.0888657630003,70.0,2172.5053187876742,24.0,0.0,2143.8855736007736,2540.931526774136,15.0,13.0,3.0,19.0,15.0,3.0,0.0,2.0
121.0,128.0,0.0,small,0.10904927081251842,2671.240805544015,71.0,2275.080177769445,26.0,2.0,2365.48548530821,2806.634741142556,21.0,13.0,1.0,16.0,15.0,4.0,1.0,0.0
122.0,129.0,0.0,small,0.10850402445845582,2738.0771446565313,72.0,2295.306590333215,26.0,0.0,2286.0450158532426,2712.8094333663994,26.0,11.0,1.0,5.0,18.0,9.0,1.0,1.0
123.0,130.0,0.0,small,0.10796150433616354,3060.4075714589926,76.0,2564.940829342041,28.0,0.0,2456.2175568469183,2921.2863167386517,36.0,27.0,1.0,5.0,6.0,1.0,0.0,0.0
124.0,131.0,0.0,small,0.10742169681448273,2584.639944266707,69.0,2170.506512028023,24.0,0.0,2089.0892602991644,2471.5550071744515,29.0,8.0,0.0,21.0,9.0,1.0,0.0,1.0
125.0,132.0,0.0,small,0.10688458833041031,2826.0565901333043,68.0,2367.143934033828,26.0,0.0,1999.962002338332,2366.386869757911,19.0,7.0,3.0,21.0,14.0,3.0,0.0,1.0
126.0,133.0,0.0,small,0.10635016538875826,3060.718603007054,76.0,2568.4649407680267,28.0,0.0,2138.4747041692394,2540.7950517048585,11.0,14.0,0.0,24.0,6.0,2.0,0.0,19.0
127.0,134.0,0.0,small,0.10581841456181447,2308.752754995402,69.0,1956.6890796073312,23.0,3.0,2546.746733705305,3036.322627284457,26.0,13.0,2.0,21.0,3.0,0.0,1.0,3.0
128.0,135.0,0.0,small,0.1052893224890054,3054.580570385433,69.0,2563.098928153384,28.0,0.0,2197.473189489539,2612.921394849275,15.0,1.0,0.0,25.0,8.0,1.0,1.0,18.0
129.0,136.0,0.0,small,0.10476287587656037,1974.324780618367,65.0,1701.4770785021935,20.0,4.0,2291.8382889309287,2725.1847316253015,16.0,0.0,1.0,18.0,7.0,12.0,1.0,10.0
130.0,137.0,0.0,small,0.10423906149717757,2030.8569640886108,66.0,1755.5538415728954,21.0,5.0,2368.807518654291,2810.3776057634873,32.0,12.0,1.0,10.0,5.0,4.0,1.0,1.0
131.0,138.0,0.0,small,0.10371786618969168,3067.346203198398,75.0,2574.232231087986,28.0,0.0,2123.129057156783,2505.807954327808,18.0,9.0,2.0,30.0,6.0,1.0,4.0,5.0
132.0,139.0,0.0,small,0.10319927685874322,2645.510041919849,65.0,2230.9554817531143,25.0,1.0,2255.603221209186,2675.386253497244,43.0,1.0,2.0,9.0,6.0,1.0,2.0,1.0
133.0,140.0,0.0,small,0.10268328047444951,2785.2460484013495,69.0,2339.7657092949016,26.0,0.0,2380.231072221978,2833.246640037157,18.0,0.0,1.0,5.0,8.0,0.0,17.0,20.0
134.0,141.0,0.0,small,0.10216986407207726,3036.2417070855545,68.0,2541.7252254085456,28.0,0.0,2254.5199787480637,2676.8453977917125,7.0,0.0,0.0,41.0,6.0,3.0,2.0,9.0
