time,event_type,vehicle_id,node,battery,status,assigned_task,task_load,target_station,total_distance,total_score
15,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
15,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
15,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
15,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
15,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
16,step,0,5958543643,102.8991,moving_to_depot,,0.0,,17.1009,93.0395
16,step,1,1347774990,108.1746,idle,,0.0,,11.8254,95.8524
16,step,2,12201054037,108.0,moving_to_task,2,6.69,,12.0,0.0
16,step,3,705816831,108.0,moving_to_task,8,10.94,,12.0,0.0
16,step,4,1183402982,113.4797,moving_to_depot,,0.0,,6.5203,96.3878
16,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
16,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
16,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
16,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
16,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
17,task_finish,2,7087277726,107.7121,moving_to_task,,0.0,,12.2879,91.0273
17,move_to_depot,2,7087277726,107.7121,moving_to_depot,,0.0,,12.2879,91.0273
17,task_finish,3,705816727,107.6082,moving_to_task,,0.0,,12.3918,90.9649
17,move_to_depot,3,705816727,107.6082,moving_to_depot,,0.0,,12.3918,90.9649
17,step,0,1347775038,101.3991,moving_to_depot,,0.0,,18.6009,93.0395
17,step,1,1347774990,108.1746,idle,,0.0,,11.8254,95.8524
17,step,2,7087277726,107.7121,moving_to_depot,,0.0,,12.2879,91.0273
17,step,3,705816727,107.6082,moving_to_depot,,0.0,,12.3918,90.9649
17,step,4,1995745159,111.9797,moving_to_depot,,0.0,,8.0203,96.3878
17,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
17,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
17,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
17,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
17,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
18,reach_depot,0,1347774990,100.7982,idle,,0.0,,19.2018,93.0395
18,step,0,1347774990,100.7982,idle,,0.0,,19.2018,93.0395
18,step,1,1347774990,108.1746,idle,,0.0,,11.8254,95.8524
18,step,2,5515699721,106.2121,moving_to_depot,,0.0,,13.7879,91.0273
18,step,3,705894537,106.1082,moving_to_depot,,0.0,,13.8918,90.9649
18,step,4,4857888776,110.4797,moving_to_depot,,0.0,,9.5203,96.3878
18,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
18,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
18,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
18,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
18,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
19,reach_depot,4,1347774990,109.9594,idle,,0.0,,10.0406,96.3878
19,step,0,1347774990,100.7982,idle,,0.0,,19.2018,93.0395
19,step,1,1347774990,108.1746,idle,,0.0,,11.8254,95.8524
19,step,2,9249543810,104.7121,moving_to_depot,,0.0,,15.2879,91.0273
