assigned_time,assigned_vehicle,assigned_vehicles,collaborative,complete_time,deadline,delivered_weight,event_type,origin_node,release_time,remaining_weight,service_distance,service_duration,status,task_id,time,weight
,,{},False,,47,0.0,released,7,3,29.06,0.0,0,pending,87,3,29.06
3,0,{0: 29.06},False,,47,0.0,assigned,7,3,29.06,0.0,0,assigned,87,3,29.06
,,{},False,,58,0.0,released,38,4,28.67,0.0,0,pending,71,4,28.67
4,1,{1: 28.67},False,,58,0.0,assigned,38,4,28.67,0.0,0,assigned,71,4,28.67
,,{},False,,43,0.0,released,30,6,6.1,0.0,0,pending,52,6,6.1
6,2,{2: 6.1},False,,43,0.0,assigned,30,6,6.1,0.0,0,assigned,52,6,6.1
,,{},False,,83,0.0,released,10,7,11.28,0.0,0,pending,43,7,11.28
7,3,{3: 11.28},False,,83,0.0,assigned,10,7,11.28,0.0,0,assigned,43,7,11.28
,,{},False,,60,0.0,released,27,15,13.74,0.0,0,pending,88,15,13.74
15,4,{4: 13.74},False,,60,0.0,assigned,27,15,13.74,0.0,0,assigned,88,15,13.74
,,{},False,,49,0.0,released,26,17,26.19,0.0,0,pending,23,17,26.19
17,5,{5: 26.19},False,,49,0.0,assigned,26,17,26.19,0.0,0,assigned,23,17,26.19
,,{},False,,82,0.0,released,40,18,18.31,0.0,0,pending,65,18,18.31
18,6,{6: 18.31},False,,82,0.0,assigned,40,18,18.31,0.0,0,assigned,65,18,18.31
,,{},False,,91,0.0,released,46,20,11.99,0.0,0,pending,4,20,11.99
20,7,{7: 11.99},False,,91,0.0,assigned,46,20,11.99,0.0,0,assigned,4,20,11.99
,,{},False,,49,0.0,released,44,21,8.83,0.0,0,pending,21,21,8.83
21,8,{8: 8.83},False,,49,0.0,assigned,44,21,8.83,0.0,0,assigned,21,21,8.83
,,{},False,,59,0.0,released,1,22,21.56,0.0,0,pending,11,22,21.56
22,9,{9: 21.56},False,,59,0.0,assigned,1,22,21.56,0.0,0,assigned,11,22,21.56
7,3,{},False,23,83,11.28,completed,10,7,0.0,24.9929,16,completed,43,23,11.28
,,{},False,,92,0.0,released,38,24,12.88,0.0,0,pending,66,24,12.88
21,8,{},False,24,49,8.83,completed,44,21,0.0,4.9093,3,completed,21,24,8.83
3,0,{},False,25,47,29.06,completed,7,3,0.0,33.6622,22,completed,87,25,29.06
4,1,{},False,25,58,28.67,completed,38,4,0.0,32.7057,21,completed,71,25,28.67
,,{},False,,95,0.0,released,24,27,18.48,0.0,0,pending,62,27,18.48
29,8,{8: 12.88},False,,92,0.0,assigned,38,24,12.88,0.0,0,assigned,66,29,12.88
6,2,{},False,29,43,6.1,completed,30,6,0.0,35.1696,23,completed,52,29,6.1
,,{},False,,86,0.0,released,47,30,26.78,0.0,0,pending,61,30,26.78
15,4,{},False,31,60,13.74,completed,27,15,0.0,24.8675,16,completed,88,31,13.74
,,{},False,,106,0.0,released,51,32,20.96,0.0,0,pending,7,32,20.96
,,{},False,,103,0.0,released,9,32,7.5,0.0,0,pending,59,32,7.5
,,{},False,,99,0.0,released,20,33,17.64,0.0,0,pending,58,33,17.64
,,{},False,,85,0.0,released,49,35,6.57,0.0,0,pending,19,35,6.57
,,{},False,,65,0.0,released,39,35,6.48,0.0,0,pending,67,35,6.48
,,{},False,,84,0.0,released,21,38,3.45,0.0,0,pending,70,38,3.45
,,{},False,,104,0.0,released,24,38,29.31,0.0,0,pending,76,38,29.31
17,5,{},False,38,49,26.19,completed,26,17,0.0,32.5874,21,completed,23,38,26.19
22,9,{},False,39,59,21.56,completed,1,22,0.0,26.8517,17,completed,11,39,21.56
,,{},False,,81,0.0,released,49,41,1.16,0.0,0,pending,79,41,1.16
41,3,{3: 1.16},False,,81,0.0,assigned,49,41,1.16,0.0,0,assigned,79,41,1.16
18,6,{},False,42,82,18.31,completed,40,18,0.0,36.5177,24,completed,65,42,18.31
20,7,{},False,42,91,11.99,completed,46,20,0.0,34.0357,22,completed,4,42,11.99
,,{},False,,78,0.0,released,15,43,23.62,0.0,0,pending,51,43,23.62
,,{},False,,89,0.0,released,7,45,19.26,0.0,0,pending,32,45,19.26
,,{},False,,116,0.0,released,12,47,17.81,0.0,0,pending,20,47,17.81
48,1,{1: 23.62},False,,78,0.0,assigned,15,43,23.62,0.0,0,assigned,51,48,23.62
49,0,{0: 6.57},False,,85,0.0,assigned,49,35,6.57,0.0,0,assigned,19,49,6.57
49,4,{4: 3.45},False,,84,0.0,assigned,21,38,3.45,0.0,0,assigned,70,49,3.45
29,8,{},False,50,92,12.88,completed,38,24,0.0,32.7057,21,completed,66,50,12.88
,,{},False,,95,0.0,released,15,52,6.94,0.0,0,pending,8,52,6.94
,,{},False,,83,0.0,released,30,52,21.29,0.0,0,pending,60,52,21.29
41,3,{},False,52,81,1.16,completed,49,41,0.0,17.2013,11,completed,79,52,1.16
,,{},False,,125,0.0,released,41,53,1.68,0.0,0,pending,77,53,1.68
54,2,{2: 6.94},False,,95,0.0,assigned,15,52,6.94,0.0,0,assigned,8,54,6.94
,,{},False,,120,0.0,released,49,57,1.11,0.0,0,pending,14,57,1.11
48,1,{},False,57,78,23.62,completed,15,43,0.0,13.868,9,completed,51,57,23.62
58,9,{9: 1.68},False,,125,0.0,assigned,41,53,1.68,0.0,0,assigned,77,58,1.68
49,0,{},False,60,85,6.57,completed,49,35,0.0,17.2013,11,completed,19,60,6.57
61,5,{5: 1.11},False,,120,0.0,assigned,49,57,1.11,0.0,0,assigned,14,61,1.11
49,4,{},False,62,84,3.45,completed,21,38,0.0,19.9342,13,completed,70,62,3.45
54,2,{},False,63,95,6.94,completed,15,52,0.0,13.868,9,completed,8,63,6.94
,,{},False,66,65,0.0,expired,39,35,6.48,0.0,0,expired,67,66,6.48
66,7,{7: 26.78},False,,86,0.0,assigned,47,30,26.78,0.0,0,assigned,61,66,26.78
,,{},False,,111,0.0,released,12,67,2.13,0.0,0,pending,85,67,2.13
58,9,{},False,68,125,1.68,completed,41,53,0.0,15.8601,10,completed,77,68,1.68
,,{},False,,101,0.0,released,43,70,26.89,0.0,0,pending,73,70,26.89
,,{},False,,135,0.0,released,29,70,3.49,0.0,0,pending,96,70,3.49
70,1,{1: 3.49},False,,135,0.0,assigned,29,70,3.49,0.0,0,assigned,96,70,3.49
70,3,{3: 26.89},False,,101,0.0,assigned,43,70,26.89,0.0,0,assigned,73,70,26.89
70,1,{},False,71,135,3.49,completed,29,70,0.0,1.5172,1,completed,96,71,3.49
61,5,{},False,72,120,1.11,completed,49,57,0.0,17.2013,11,completed,14,72,1.11
,,{},False,,100,0.0,released,29,75,2.42,0.0,0,pending,41,75,2.42
75,6,{6: 2.42},False,,100,0.0,assigned,29,75,2.42,0.0,0,assigned,41,75,2.42
,,{},False,,148,0.0,released,37,76,8.78,0.0,0,pending,22,76,8.78
,,{},False,,125,0.0,released,54,76,29.6,0.0,0,pending,72,76,29.6
75,6,{},False,76,100,2.42,completed,29,75,0.0,1.5172,1,completed,41,76,2.42
70,3,{},False,80,101,26.89,completed,43,70,0.0,15.7519,10,completed,73,80,26.89
66,7,{},False,82,86,26.78,completed,47,30,0.0,24.0691,16,completed,61,82,26.78
,,{},False,84,83,0.0,expired,30,52,21.29,0.0,0,expired,60,84,21.29
,,{},False,,132,0.0,released,13,87,16.77,0.0,0,pending,94,87,16.77
,,{},False,,129,0.0,released,8,88,28.45,0.0,0,pending,40,88,28.45
,,{},False,90,89,0.0,expired,7,45,19.26,0.0,0,expired,32,90,19.26
,,{},False,,122,0.0,released,23,92,2.88,0.0,0,pending,68,92,2.88
93,0,{0: 8.78},False,,148,0.0,assigned,37,76,8.78,0.0,0,assigned,22,93,8.78
93,1,{1: 2.88},False,,122,0.0,assigned,23,92,2.88,0.0,0,assigned,68,93,2.88
,,{},False,,175,0.0,released,22,95,20.62,0.0,0,pending,1,95,20.62
95,8,{8: 20.62},False,,175,0.0,assigned,22,95,20.62,0.0,0,assigned,1,95,20.62
,,{},False,96,95,0.0,expired,24,27,18.48,0.0,0,expired,62,96,18.48
,,{},False,100,99,0.0,expired,20,33,17.64,0.0,0,expired,58,100,17.64
,,{},False,104,103,0.0,expired,9,32,7.5,0.0,0,expired,59,104,7.5
,,{},False,105,104,0.0,expired,24,38,29.31,0.0,0,expired,76,105,29.31
,,{},False,,181,0.0,released,40,106,12.28,0.0,0,pending,42,106,12.28
,,{},False,,157,0.0,released,52,107,9.15,0.0,0,pending,10,107,9.15
,,{},False,107,106,0.0,expired,51,32,20.96,0.0,0,expired,7,107,20.96
107,4,{4: 9.15},False,,157,0.0,assigned,52,107,9.15,0.0,0,assigned,10,107,9.15
,,{},False,,178,0.0,released,58,108,11.57,0.0,0,pending,95,108,11.57
109,2,{2: 11.57},False,,178,0.0,assigned,58,108,11.57,0.0,0,assigned,95,109,11.57
109,5,{5: 29.6},False,,125,0.0,assigned,54,76,29.6,0.0,0,assigned,72,109,29.6
93,0,{},False,109,148,8.78,completed,37,76,0.0,24.3017,16,completed,22,109,8.78
95,8,{},False,109,175,20.62,completed,22,95,0.0,22.334,14,completed,1,109,20.62
,,{},False,,177,0.0,released,18,112,2.7,0.0,0,pending,84,112,2.7
,,{},False,112,111,0.0,expired,12,67,2.13,0.0,0,expired,85,112,2.13
93,1,{},False,112,122,2.88,completed,23,92,0.0,28.5691,19,completed,68,112,2.88
107,4,{},False,112,157,9.15,completed,52,107,0.0,7.5177,5,completed,10,112,9.15
,,{},False,,166,0.0,released,53,113,8.82,0.0,0,pending,31,113,8.82
,,{},False,,144,0.0,released,8,113,4.21,0.0,0,pending,75,113,4.21
113,6,{6: 8.82},False,,166,0.0,assigned,53,113,8.82,0.0,0,assigned,31,113,8.82
,,{},False,117,116,0.0,expired,12,47,17.81,0.0,0,expired,20,117,17.81
,,{},False,,149,0.0,released,26,118,28.96,0.0,0,pending,36,118,28.96
,,{},False,,171,0.0,released,13,118,23.62,0.0,0,pending,74,118,23.62
,,{},False,,149,0.0,released,33,121,4.22,0.0,0,pending,6,121,4.22
,,{},False,,156,0.0,released,3,121,18.72,0.0,0,pending,24,121,18.72
113,6,{},False,122,166,8.82,completed,53,113,0.0,14.7942,9,completed,31,122,8.82
109,2,{},False,123,178,11.57,completed,58,108,0.0,21.4372,14,completed,95,123,11.57
,,{},False,,178,0.0,released,53,124,7.7,0.0,0,pending,63,124,7.7
124,9,{9: 7.7},False,,178,0.0,assigned,53,124,7.7,0.0,0,assigned,63,124,7.7
109,5,{},False,126,125,0.0,expired,54,76,29.6,0.0,0,expired,72,126,29.6
,,{},False,,188,0.0,released,28,127,22.39,0.0,0,pending,35,127,22.39
,,{},False,,183,0.0,released,39,128,25.7,0.0,0,pending,83,128,25.7
,,{},False,,193,0.0,released,7,129,1.64,0.0,0,pending,81,129,1.64
129,1,{1: 4.22},False,,149,0.0,assigned,33,121,4.22,0.0,0,assigned,6,129,4.22
,,{},False,130,129,0.0,expired,8,88,28.45,0.0,0,expired,40,130,28.45
,,{},False,,158,0.0,released,52,132,2.46,0.0,0,pending,39,132,2.46
132,0,{0: 2.46},False,,158,0.0,assigned,52,132,2.46,0.0,0,assigned,39,132,2.46
,,{},False,133,132,0.0,expired,13,87,16.77,0.0,0,expired,94,133,16.77
124,9,{},False,133,178,7.7,completed,53,124,0.0,14.7942,9,completed,63,133,7.7
132,0,{},False,137,158,2.46,completed,52,132,0.0,7.5177,5,completed,39,137,2.46
,,{},False,,214,0.0,released,39,140,18.32,0.0,0,pending,48,140,18.32
140,4,{4: 12.28},False,,181,0.0,assigned,40,106,12.28,0.0,0,assigned,42,140,12.28
,,{},False,,199,0.0,released,52,141,4.72,0.0,0,pending,50,141,4.72
142,2,{2: 4.72},False,,199,0.0,assigned,52,141,4.72,0.0,0,assigned,50,142,4.72
144,5,{5: 22.39},False,,188,0.0,assigned,28,127,22.39,0.0,0,assigned,35,144,22.39
,,{},False,145,144,0.0,expired,8,113,4.21,0.0,0,expired,75,145,4.21
129,1,{},False,147,149,4.22,completed,33,121,0.0,27.9082,18,completed,6,147,4.22
142,2,{},False,147,199,4.72,completed,52,141,0.0,7.5177,5,completed,50,147,4.72
,,{},False,150,149,0.0,expired,26,118,28.96,0.0,0,expired,36,150,28.96
,,{},False,,208,0.0,released,60,154,14.53,0.0,0,pending,91,154,14.53
154,6,{6: 14.53},False,,208,0.0,assigned,60,154,14.53,0.0,0,assigned,91,154,14.53
,,{},False,157,156,0.0,expired,3,121,18.72,0.0,0,expired,24,157,18.72
,,{},False,,216,0.0,released,42,158,16.28,0.0,0,pending,57,158,16.28
158,0,{0: 16.28},False,,216,0.0,assigned,42,158,16.28,0.0,0,assigned,57,158,16.28
140,4,{},False,161,181,12.28,completed,40,106,0.0,31.9332,21,completed,42,161,12.28
144,5,{},False,162,188,22.39,completed,28,127,0.0,27.9681,18,completed,35,162,22.39
,,{},False,,220,0.0,released,57,164,17.34,0.0,0,pending,89,164,17.34
,,{},False,,193,0.0,released,14,168,13.57,0.0,0,pending,30,168,13.57
,,{},False,,218,0.0,released,6,168,2.71,0.0,0,pending,93,168,2.71
168,2,{2: 2.71},False,,218,0.0,assigned,6,168,2.71,0.0,0,assigned,93,168,2.71
,,{},False,,194,0.0,released,9,169,26.88,0.0,0,pending,16,169,26.88
168,2,{},False,169,218,2.71,completed,6,168,0.0,2.3568,1,completed,93,169,2.71
158,0,{},False,170,216,16.28,completed,42,158,0.0,18.7466,12,completed,57,170,16.28
154,6,{},False,170,208,14.53,completed,60,154,0.0,24.3061,16,completed,91,170,14.53
,,{},False,,231,0.0,released,45,171,28.16,0.0,0,pending,3,171,28.16
,,{},False,,200,0.0,released,36,171,1.55,0.0,0,pending,98,171,1.55
,,{},False,172,171,0.0,expired,13,118,23.62,0.0,0,expired,74,172,23.62
172,2,{2: 13.57},False,,193,0.0,assigned,14,168,13.57,0.0,0,assigned,30,172,13.57
,,{},False,,209,0.0,released,38,177,26.06,0.0,0,pending,27,177,26.06
,,{},False,178,177,0.0,expired,18,112,2.7,0.0,0,expired,84,178,2.7
172,2,{},False,179,193,13.57,completed,14,168,0.0,11.4774,7,completed,30,179,13.57
,,{},False,,255,0.0,released,26,180,29.47,0.0,0,pending,86,180,29.47
,,{},False,184,183,0.0,expired,39,128,25.7,0.0,0,expired,83,184,25.7
,,{},False,,266,0.0,released,38,187,20.55,0.0,0,pending,25,187,20.55
,,{},False,,240,0.0,released,13,187,7.09,0.0,0,pending,28,187,7.09
187,4,{4: 28.16},False,,231,0.0,assigned,45,171,28.16,0.0,0,assigned,3,187,28.16
,,{},False,,222,0.0,released,11,189,20.36,0.0,0,pending,38,189,20.36
191,6,{6: 1.55},False,,200,0.0,assigned,36,171,1.55,0.0,0,assigned,98,191,1.55
,,{},False,194,193,0.0,expired,7,129,1.64,0.0,0,expired,81,194,1.64
,,{},False,195,194,0.0,expired,9,169,26.88,0.0,0,expired,16,195,26.88
,,{},False,,258,0.0,released,11,196,26.73,0.0,0,pending,47,196,26.73
,,{},False,,235,0.0,released,50,197,21.21,0.0,0,pending,97,197,21.21
187,4,{},False,197,231,28.16,completed,45,171,0.0,16.3093,10,completed,3,197,28.16
191,6,{},False,201,200,0.0,expired,36,171,1.55,0.0,0,expired,98,201,1.55
,,{},False,,256,0.0,released,18,204,7.06,0.0,0,pending,90,204,7.06
208,2,{2: 20.36},False,,222,0.0,assigned,11,189,20.36,0.0,0,assigned,38,208,20.36
,,{},False,,238,0.0,released,55,210,26.98,0.0,0,pending,12,210,26.98
,,{},False,210,209,0.0,expired,38,177,26.06,0.0,0,expired,27,210,26.06
,,{},False,,245,0.0,released,59,215,23.4,0.0,0,pending,9,215,23.4
,,{},False,,268,0.0,released,36,215,5.13,0.0,0,pending,46,215,5.13
,,{},False,,270,0.0,released,47,215,7.59,0.0,0,pending,99,215,7.59
,,{},False,215,214,0.0,expired,39,140,18.32,0.0,0,expired,48,215,18.32
,,{},False,221,220,0.0,expired,57,164,17.34,0.0,0,expired,89,221,17.34
208,2,{},False,223,222,0.0,expired,11,189,20.36,0.0,0,expired,38,223,20.36
,,{},False,,302,0.0,released,11,231,13.26,0.0,0,pending,5,231,13.26
231,4,{4: 26.98},False,,238,0.0,assigned,55,210,26.98,0.0,0,assigned,12,231,26.98
