charging_slots,node_id,occupied_piles,queue_length,station_id,time,waiting_vehicles
"[None, None, None]",124,0,0,3,78,[]
"[None, None, None]",125,0,0,4,78,[]
"[None, None, None]",126,0,0,5,78,[]
"[None, None, None]",127,0,0,6,78,[]
"[None, None, None]",128,0,0,7,78,[]
"[None, None, None]",121,0,0,0,79,[]
"[None, None, None]",122,0,0,1,79,[]
"[None, None, None]",123,0,0,2,79,[]
"[None, None, None]",124,0,0,3,79,[]
"[None, None, None]",125,0,0,4,79,[]
"[5, None, None]",126,1,0,5,79,[]
"[None, None, None]",127,0,0,6,79,[]
"[None, None, None]",128,0,0,7,79,[]
"[None, None, None]",121,0,0,0,80,[]
"[None, None, None]",122,0,0,1,80,[]
"[None, None, None]",123,0,0,2,80,[]
"[None, None, None]",124,0,0,3,80,[]
"[None, None, None]",125,0,0,4,80,[]
"[5, None, None]",126,1,0,5,80,[]
"[None, None, None]",127,0,0,6,80,[]
"[None, None, None]",128,0,0,7,80,[]
"[None, None, None]",121,0,0,0,81,[]
"[None, None, None]",122,0,0,1,81,[]
"[None, None, None]",123,0,0,2,81,[]
"[None, None, None]",124,0,0,3,81,[]
"[None, None, None]",125,0,0,4,81,[]
"[5, None, None]",126,1,0,5,81,[]
"[None, None, None]",127,0,0,6,81,[]
"[None, None, None]",128,0,0,7,81,[]
"[None, None, None]",121,0,0,0,82,[]
"[None, None, None]",122,0,0,1,82,[]
"[None, None, None]",123,0,0,2,82,[]
"[None, None, None]",124,0,0,3,82,[]
"[None, None, None]",125,0,0,4,82,[]
"[5, None, None]",126,1,0,5,82,[]
"[None, None, None]",127,0,0,6,82,[]
"[None, None, None]",128,0,0,7,82,[]
"[None, None, None]",121,0,0,0,83,[]
"[None, None, None]",122,0,0,1,83,[]
"[None, None, None]",123,0,0,2,83,[]
"[None, None, None]",124,0,0,3,83,[]
"[None, None, None]",125,0,0,4,83,[]
"[5, None, None]",126,1,0,5,83,[]
"[None, None, None]",127,0,0,6,83,[]
"[None, None, None]",128,0,0,7,83,[]
"[None, None, None]",121,0,0,0,84,[]
"[None, None, None]",122,0,0,1,84,[]
"[None, None, None]",123,0,0,2,84,[]
"[None, None, None]",124,0,0,3,84,[]
"[None, None, None]",125,0,0,4,84,[]
"[5, None, None]",126,1,0,5,84,[]
"[None, None, None]",127,0,0,6,84,[]
"[None, None, None]",128,0,0,7,84,[]
"[None, None, None]",121,0,0,0,85,[]
"[None, None, None]",122,0,0,1,85,[]
"[None, None, None]",123,0,0,2,85,[]
"[None, None, None]",124,0,0,3,85,[]
"[None, None, None]",125,0,0,4,85,[]
"[5, None, None]",126,1,0,5,85,[]
"[None, None, None]",127,0,0,6,85,[]
"[None, None, None]",128,0,0,7,85,[]
"[None, None, None]",121,0,0,0,86,[]
"[None, None, None]",122,0,0,1,86,[]
"[None, None, None]",123,0,0,2,86,[]
"[None, None, None]",124,0,0,3,86,[]
"[None, None, None]",125,0,0,4,86,[]
"[5, None, None]",126,1,0,5,86,[]
"[None, None, None]",127,0,0,6,86,[]
"[None, None, None]",128,0,0,7,86,[]
"[None, None, None]",121,0,0,0,87,[]
"[None, None, None]",122,0,0,1,87,[]
"[None, None, None]",123,0,0,2,87,[]
"[None, None, None]",124,0,0,3,87,[]
"[None, None, None]",125,0,0,4,87,[]
"[5, 1, None]",126,2,0,5,87,[]
"[None, None, None]",127,0,0,6,87,[]
"[None, None, None]",128,0,0,7,87,[]
"[None, None, None]",121,0,0,0,88,[]
"[None, None, None]",122,0,0,1,88,[]
"[None, None, None]",123,0,0,2,88,[]
"[None, None, None]",124,0,0,3,88,[]
"[None, None, None]",125,0,0,4,88,[]
"[5, 1, None]",126,2,0,5,88,[]
"[None, None, None]",127,0,0,6,88,[]
"[None, None, None]",128,0,0,7,88,[]
"[None, None, None]",121,0,0,0,89,[]
"[None, None, None]",122,0,0,1,89,[]
"[None, None, None]",123,0,0,2,89,[]
"[None, None, None]",124,0,0,3,89,[]
"[None, None, None]",125,0,0,4,89,[]
"[5, 1, 4]",126,3,0,5,89,[]
"[None, None, None]",127,0,0,6,89,[]
"[None, None, None]",128,0,0,7,89,[]
"[None, None, None]",121,0,0,0,90,[]
"[None, None, None]",122,0,0,1,90,[]
"[None, None, None]",123,0,0,2,90,[]
"[None, None, None]",124,0,0,3,90,[]
"[None, None, None]",125,0,0,4,90,[]
"[5, 1, 4]",126,3,1,5,90,[6]
"[None, None, None]",127,0,0,6,90,[]
"[None, None, None]",128,0,0,7,90,[]
"[None, None, None]",121,0,0,0,91,[]
"[None, None, None]",122,0,0,1,91,[]
"[None, None, None]",123,0,0,2,91,[]
"[None, None, None]",124,0,0,3,91,[]
"[None, None, None]",125,0,0,4,91,[]
"[5, 1, 4]",126,3,1,5,91,[6]
"[None, None, None]",127,0,0,6,91,[]
"[None, None, None]",128,0,0,7,91,[]
"[None, None, None]",121,0,0,0,92,[]
"[None, None, None]",122,0,0,1,92,[]
"[None, None, None]",123,0,0,2,92,[]
"[None, None, None]",124,0,0,3,92,[]
"[None, None, None]",125,0,0,4,92,[]
"[5, 1, 4]",126,3,2,5,92,"[6, 9]"
"[None, None, None]",127,0,0,6,92,[]
"[None, None, None]",128,0,0,7,92,[]
"[None, None, None]",121,0,0,0,93,[]
"[None, None, None]",122,0,0,1,93,[]
"[None, None, None]",123,0,0,2,93,[]
"[None, None, None]",124,0,0,3,93,[]
"[None, None, None]",125,0,0,4,93,[]
"[5, 1, 4]",126,3,2,5,93,"[6, 9]"
"[None, None, None]",127,0,0,6,93,[]
"[None, None, None]",128,0,0,7,93,[]
"[None, None, None]",121,0,0,0,94,[]
"[None, None, None]",122,0,0,1,94,[]
"[None, None, None]",123,0,0,2,94,[]
"[None, None, None]",124,0,0,3,94,[]
"[None, None, None]",125,0,0,4,94,[]
"[5, 1, 4]",126,3,2,5,94,"[6, 9]"
"[None, None, None]",127,0,0,6,94,[]
"[None, None, None]",128,0,0,7,94,[]
"[None, None, None]",121,0,0,0,95,[]
"[None, None, None]",122,0,0,1,95,[]
"[None, None, None]",123,0,0,2,95,[]
"[None, None, None]",124,0,0,3,95,[]
"[None, None, None]",125,0,0,4,95,[]
"[6, 1, 4]",126,3,1,5,95,[9]
"[None, None, None]",127,0,0,6,95,[]
"[None, None, None]",128,0,0,7,95,[]
"[None, None, None]",121,0,0,0,96,[]
"[None, None, None]",122,0,0,1,96,[]
"[None, None, None]",123,0,0,2,96,[]
"[None, None, None]",124,0,0,3,96,[]
"[None, None, None]",125,0,0,4,96,[]
"[6, 1, 4]",126,3,1,5,96,[9]
"[None, None, None]",127,0,0,6,96,[]
"[None, None, None]",128,0,0,7,96,[]
"[None, None, None]",121,0,0,0,97,[]
"[None, None, None]",122,0,0,1,97,[]
"[None, None, None]",123,0,0,2,97,[]
"[None, None, None]",124,0,0,3,97,[]
"[None, None, None]",125,0,0,4,97,[]
"[6, 1, 4]",126,3,1,5,97,[9]
"[None, None, None]",127,0,0,6,97,[]
"[None, None, None]",128,0,0,7,97,[]
"[None, None, None]",121,0,0,0,98,[]
"[None, None, None]",122,0,0,1,98,[]
"[None, None, None]",123,0,0,2,98,[]
"[None, None, None]",124,0,0,3,98,[]
"[None, None, None]",125,0,0,4,98,[]
"[6, 1, 4]",126,3,1,5,98,[9]
"[None, None, None]",127,0,0,6,98,[]
"[None, None, None]",128,0,0,7,98,[]
"[None, None, None]",121,0,0,0,99,[]
"[None, None, None]",122,0,0,1,99,[]
"[None, None, None]",123,0,0,2,99,[]
"[None, None, None]",124,0,0,3,99,[]
"[None, None, None]",125,0,0,4,99,[]
"[6, 1, 4]",126,3,3,5,99,"[9, 3, 15]"
"[None, None, None]",127,0,0,6,99,[]
"[None, None, None]",128,0,0,7,99,[]
"[None, None, None]",121,0,0,0,100,[]
"[None, None, None]",122,0,0,1,100,[]
"[None, None, None]",123,0,0,2,100,[]
"[None, None, None]",124,0,0,3,100,[]
"[None, None, None]",125,0,0,4,100,[]
"[6, 1, 4]",126,3,3,5,100,"[9, 3, 15]"
"[None, None, None]",127,0,0,6,100,[]
"[None, None, None]",128,0,0,7,100,[]
"[None, None, None]",121,0,0,0,101,[]
"[None, None, None]",122,0,0,1,101,[]
"[None, None, None]",123,0,0,2,101,[]
"[None, None, None]",124,0,0,3,101,[]
"[None, None, None]",125,0,0,4,101,[]
"[6, 1, 4]",126,3,3,5,101,"[9, 3, 15]"
"[None, None, None]",127,0,0,6,101,[]
"[None, None, None]",128,0,0,7,101,[]
"[None, None, None]",121,0,0,0,102,[]
"[None, None, None]",122,0,0,1,102,[]
"[None, None, None]",123,0,0,2,102,[]
"[None, None, None]",124,0,0,3,102,[]
"[None, None, None]",125,0,0,4,102,[]
"[6, 1, 4]",126,3,3,5,102,"[9, 3, 15]"
"[None, None, None]",127,0,0,6,102,[]
"[None, None, None]",128,0,0,7,102,[]
"[None, None, None]",121,0,0,0,103,[]
"[None, None, None]",122,0,0,1,103,[]
"[None, None, None]",123,0,0,2,103,[]
"[None, None, None]",124,0,0,3,103,[]
"[None, None, None]",125,0,0,4,103,[]
"[6, 1, 4]",126,3,3,5,103,"[9, 3, 15]"
"[None, None, None]",127,0,0,6,103,[]
"[None, None, None]",128,0,0,7,103,[]
"[None, None, None]",121,0,0,0,104,[]
"[None, None, None]",122,0,0,1,104,[]
"[None, None, None]",123,0,0,2,104,[]
"[None, None, None]",124,0,0,3,104,[]
"[None, None, None]",125,0,0,4,104,[]
"[6, 1, 4]",126,3,4,5,104,"[9, 3, 15, 11]"
"[None, None, None]",127,0,0,6,104,[]
"[None, None, None]",128,0,0,7,104,[]
"[None, None, None]",121,0,0,0,105,[]
"[None, None, None]",122,0,0,1,105,[]
"[None, None, None]",123,0,0,2,105,[]
"[None, None, None]",124,0,0,3,105,[]
"[None, None, None]",125,0,0,4,105,[]
"[6, 9, 4]",126,3,3,5,105,"[3, 15, 11]"
"[None, None, None]",127,0,0,6,105,[]
"[None, None, None]",128,0,0,7,105,[]
"[None, None, None]",121,0,0,0,106,[]
"[None, None, None]",122,0,0,1,106,[]
"[None, None, None]",123,0,0,2,106,[]
"[None, None, None]",124,0,0,3,106,[]
"[None, None, None]",125,0,0,4,106,[]
"[6, 9, 4]",126,3,4,5,106,"[3, 15, 11, 13]"
"[None, None, None]",127,0,0,6,106,[]
"[None, None, None]",128,0,0,7,106,[]
"[None, None, None]",121,0,0,0,107,[]
"[None, None, None]",122,0,0,1,107,[]
"[None, None, None]",123,0,0,2,107,[]
"[None, None, None]",124,0,0,3,107,[]
"[None, None, None]",125,0,0,4,107,[]
"[6, 9, 3]",126,3,3,5,107,"[15, 11, 13]"
"[None, None, None]",127,0,0,6,107,[]
"[None, None, None]",128,0,0,7,107,[]
"[None, None, None]",121,0,0,0,108,[]
"[None, None, None]",122,0,0,1,108,[]
"[None, None, None]",123,0,0,2,108,[]
"[None, None, None]",124,0,0,3,108,[]
"[None, None, None]",125,0,0,4,108,[]
"[6, 9, 3]",126,3,3,5,108,"[15, 11, 13]"
"[None, None, None]",127,0,0,6,108,[]
"[None, None, None]",128,0,0,7,108,[]
"[None, None, None]",121,0,0,0,109,[]
"[None, None, None]",122,0,0,1,109,[]
"[None, None, None]",123,0,0,2,109,[]
"[None, None, None]",124,0,0,3,109,[]
"[None, None, None]",125,0,0,4,109,[]
"[6, 9, 3]",126,3,3,5,109,"[15, 11, 13]"
"[None, None, None]",127,0,0,6,109,[]
"[None, None, None]",128,0,0,7,109,[]
"[None, None, None]",121,0,0,0,110,[]
"[None, None, None]",122,0,0,1,110,[]
"[None, None, None]",123,0,0,2,110,[]
"[None, None, None]",124,0,0,3,110,[]
"[None, None, None]",125,0,0,4,110,[]
"[6, 9, 3]",126,3,3,5,110,"[15, 11, 13]"
"[None, None, None]",127,0,0,6,110,[]
"[None, None, None]",128,0,0,7,110,[]
"[None, None, None]",121,0,0,0,111,[]
"[None, None, None]",122,0,0,1,111,[]
"[None, None, None]",123,0,0,2,111,[]
"[None, None, None]",124,0,0,3,111,[]
"[None, None, None]",125,0,0,4,111,[]
"[6, 9, 3]",126,3,3,5,111,"[15, 11, 13]"
"[None, None, None]",127,0,0,6,111,[]
"[None, None, None]",128,0,0,7,111,[]
"[None, None, None]",121,0,0,0,112,[]
"[None, None, None]",122,0,0,1,112,[]
"[None, None, None]",123,0,0,2,112,[]
"[None, None, None]",124,0,0,3,112,[]
"[None, None, None]",125,0,0,4,112,[]
"[6, 9, 3]",126,3,3,5,112,"[15, 11, 13]"
"[None, None, None]",127,0,0,6,112,[]
"[None, None, None]",128,0,0,7,112,[]
"[None, None, None]",121,0,0,0,113,[]
"[None, None, None]",122,0,0,1,113,[]
"[None, None, None]",123,0,0,2,113,[]
"[None, None, None]",124,0,0,3,113,[]
"[None, None, None]",125,0,0,4,113,[]
"[15, 9, 3]",126,3,2,5,113,"[11, 13]"
"[None, None, None]",127,0,0,6,113,[]
"[None, None, None]",128,0,0,7,113,[]
"[None, None, None]",121,0,0,0,114,[]
"[None, None, None]",122,0,0,1,114,[]
"[None, None, None]",123,0,0,2,114,[]
"[None, None, None]",124,0,0,3,114,[]
"[None, None, None]",125,0,0,4,114,[]
"[15, 9, 3]",126,3,2,5,114,"[11, 13]"
"[None, None, None]",127,0,0,6,114,[]
"[None, None, None]",128,0,0,7,114,[]
"[None, None, None]",121,0,0,0,115,[]
"[None, None, None]",122,0,0,1,115,[]
"[None, None, None]",123,0,0,2,115,[]
"[None, None, None]",124,0,0,3,115,[]
"[None, None, None]",125,0,0,4,115,[]
"[15, 9, 3]",126,3,3,5,115,"[11, 13, 2]"
"[None, None, None]",127,0,0,6,115,[]
"[None, None, None]",128,0,0,7,115,[]
"[None, None, None]",121,0,0,0,116,[]
"[None, None, None]",122,0,0,1,116,[]
"[None, None, None]",123,0,0,2,116,[]
"[None, None, None]",124,0,0,3,116,[]
"[None, None, None]",125,0,0,4,116,[]
"[15, 9, 3]",126,3,4,5,116,"[11, 13, 2, 14]"
"[None, None, None]",127,0,0,6,116,[]
"[None, None, None]",128,0,0,7,116,[]
"[None, None, None]",121,0,0,0,117,[]
"[None, None, None]",122,0,0,1,117,[]
"[None, None, None]",123,0,0,2,117,[]
"[None, None, None]",124,0,0,3,117,[]
"[None, None, None]",125,0,0,4,117,[]
"[15, 9, 3]",126,3,5,5,117,"[11, 13, 2, 14, 18]"
"[None, None, None]",127,0,0,6,117,[]
"[None, None, None]",128,0,0,7,117,[]
"[None, None, None]",121,0,0,0,118,[]
"[None, None, None]",122,0,0,1,118,[]
"[None, None, None]",123,0,0,2,118,[]
"[None, None, None]",124,0,0,3,118,[]
"[None, None, None]",125,0,0,4,118,[]
"[15, 9, 3]",126,3,5,5,118,"[11, 13, 2, 14, 18]"
"[None, None, None]",127,0,0,6,118,[]
"[None, None, None]",128,0,0,7,118,[]
"[None, None, None]",121,0,0,0,119,[]
"[None, None, None]",122,0,0,1,119,[]
"[None, None, None]",123,0,0,2,119,[]
"[None, None, None]",124,0,0,3,119,[]
"[None, None, None]",125,0,0,4,119,[]
"[15, 9, 3]",126,3,5,5,119,"[11, 13, 2, 14, 18]"
"[None, None, None]",127,0,0,6,119,[]
"[None, None, None]",128,0,0,7,119,[]
"[None, None, None]",121,0,0,0,120,[]
"[None, None, None]",122,0,0,1,120,[]
"[None, None, None]",123,0,0,2,120,[]
"[None, None, None]",124,0,0,3,120,[]
"[None, None, None]",125,0,0,4,120,[]
"[15, 9, 3]",126,3,5,5,120,"[11, 13, 2, 14, 18]"
"[None, None, None]",127,0,0,6,120,[]
"[None, None, None]",128,0,0,7,120,[]
"[None, None, None]",121,0,0,0,121,[]
"[None, None, None]",122,0,0,1,121,[]
"[None, None, None]",123,0,0,2,121,[]
"[None, None, None]",124,0,0,3,121,[]
"[None, None, None]",125,0,0,4,121,[]
"[15, 11, 3]",126,3,4,5,121,"[13, 2, 14, 18]"
"[None, None, None]",127,0,0,6,121,[]
"[None, None, None]",128,0,0,7,121,[]
"[None, None, None]",121,0,0,0,122,[]
"[None, None, None]",122,0,0,1,122,[]
"[None, None, None]",123,0,0,2,122,[]
"[None, None, None]",124,0,0,3,122,[]
"[None, None, None]",125,0,0,4,122,[]
"[15, 11, 3]",126,3,4,5,122,"[13, 2, 14, 18]"
"[None, None, None]",127,0,0,6,122,[]
"[None, None, None]",128,0,0,7,122,[]
"[None, None, None]",121,0,0,0,123,[]
"[None, None, None]",122,0,0,1,123,[]
"[None, None, None]",123,0,0,2,123,[]
"[None, None, None]",124,0,0,3,123,[]
"[None, None, None]",125,0,0,4,123,[]
"[15, 11, 3]",126,3,4,5,123,"[13, 2, 14, 18]"
"[None, None, None]",127,0,0,6,123,[]
"[None, None, None]",128,0,0,7,123,[]
"[None, None, None]",121,0,0,0,124,[]
"[None, None, None]",122,0,0,1,124,[]
"[None, None, None]",123,0,0,2,124,[]
"[None, None, None]",124,0,0,3,124,[]
"[None, None, None]",125,0,0,4,124,[]
"[15, 11, 3]",126,3,4,5,124,"[13, 2, 14, 18]"
"[None, None, None]",127,0,0,6,124,[]
"[None, None, None]",128,0,0,7,124,[]
"[None, None, None]",121,0,0,0,125,[]
"[None, None, None]",122,0,0,1,125,[]
"[None, None, None]",123,0,0,2,125,[]
"[None, None, None]",124,0,0,3,125,[]
"[None, None, None]",125,0,0,4,125,[]
"[15, 11, 13]",126,3,3,5,125,"[2, 14, 18]"
"[None, None, None]",127,0,0,6,125,[]
"[None, None, None]",128,0,0,7,125,[]
"[None, None, None]",121,0,0,0,126,[]
"[None, None, None]",122,0,0,1,126,[]
"[None, None, None]",123,0,0,2,126,[]
"[None, None, None]",124,0,0,3,126,[]
"[None, None, None]",125,0,0,4,126,[]
"[15, 11, 13]",126,3,3,5,126,"[2, 14, 18]"
"[None, None, None]",127,0,0,6,126,[]
"[None, None, None]",128,0,0,7,126,[]
"[None, None, None]",121,0,0,0,127,[]
"[None, None, None]",122,0,0,1,127,[]
"[None, None, None]",123,0,0,2,127,[]
"[None, None, None]",124,0,0,3,127,[]
"[None, None, None]",125,0,0,4,127,[]
"[15, 11, 13]",126,3,3,5,127,"[2, 14, 18]"
"[None, None, None]",127,0,0,6,127,[]
"[None, None, None]",128,0,0,7,127,[]
"[None, None, None]",121,0,0,0,128,[]
"[None, None, None]",122,0,0,1,128,[]
"[None, None, None]",123,0,0,2,128,[]
"[None, None, None]",124,0,0,3,128,[]
"[None, None, None]",125,0,0,4,128,[]
"[2, 11, 13]",126,3,2,5,128,"[14, 18]"
"[None, None, None]",127,0,0,6,128,[]
"[None, None, None]",128,0,0,7,128,[]
"[None, None, None]",121,0,0,0,129,[]
"[None, None, None]",122,0,0,1,129,[]
"[None, None, None]",123,0,0,2,129,[]
"[None, None, None]",124,0,0,3,129,[]
"[None, None, None]",125,0,0,4,129,[]
"[2, 11, 13]",126,3,2,5,129,"[14, 18]"
"[None, None, None]",127,0,0,6,129,[]
"[None, None, None]",128,0,0,7,129,[]
"[None, None, None]",121,0,0,0,130,[]
"[None, None, None]",122,0,0,1,130,[]
"[None, None, None]",123,0,0,2,130,[]
"[None, None, None]",124,0,0,3,130,[]
"[None, None, None]",125,0,0,4,130,[]
"[2, 11, 13]",126,3,2,5,130,"[14, 18]"
"[None, None, None]",127,0,0,6,130,[]
"[None, None, None]",128,0,0,7,130,[]
"[None, None, None]",121,0,0,0,131,[]
"[None, None, None]",122,0,0,1,131,[]
"[None, None, None]",123,0,0,2,131,[]
"[None, None, None]",124,0,0,3,131,[]
"[None, None, None]",125,0,0,4,131,[]
"[2, 11, 13]",126,3,2,5,131,"[14, 18]"
"[None, None, None]",127,0,0,6,131,[]
"[None, None, None]",128,0,0,7,131,[]
"[None, None, None]",121,0,0,0,132,[]
"[None, None, None]",122,0,0,1,132,[]
"[None, None, None]",123,0,0,2,132,[]
"[None, None, None]",124,0,0,3,132,[]
"[None, None, None]",125,0,0,4,132,[]
"[2, 11, 13]",126,3,2,5,132,"[14, 18]"
"[None, None, None]",127,0,0,6,132,[]
"[None, None, None]",128,0,0,7,132,[]
"[None, None, None]",121,0,0,0,133,[]
"[None, None, None]",122,0,0,1,133,[]
"[None, None, None]",123,0,0,2,133,[]
"[None, None, None]",124,0,0,3,133,[]
"[None, None, None]",125,0,0,4,133,[]
"[2, 11, 13]",126,3,2,5,133,"[14, 18]"
"[None, None, None]",127,0,0,6,133,[]
"[None, None, None]",128,0,0,7,133,[]
"[None, None, None]",121,0,0,0,134,[]
"[None, None, None]",122,0,0,1,134,[]
"[8, None, None]",123,1,0,2,134,[]
"[None, None, None]",124,0,0,3,134,[]
"[None, None, None]",125,0,0,4,134,[]
"[2, 11, 13]",126,3,2,5,134,"[14, 18]"
"[None, None, None]",127,0,0,6,134,[]
"[None, None, None]",128,0,0,7,134,[]
"[None, None, None]",121,0,0,0,135,[]
"[None, None, None]",122,0,0,1,135,[]
"[8, None, None]",123,1,0,2,135,[]
"[None, None, None]",124,0,0,3,135,[]
"[None, None, None]",125,0,0,4,135,[]
"[2, 11, 13]",126,3,2,5,135,"[14, 18]"
"[None, None, None]",127,0,0,6,135,[]
"[None, None, None]",128,0,0,7,135,[]
"[None, None, None]",121,0,0,0,136,[]
"[None, None, None]",122,0,0,1,136,[]
"[8, None, None]",123,1,0,2,136,[]
"[None, None, None]",124,0,0,3,136,[]
"[None, None, None]",125,0,0,4,136,[]
"[2, 11, 13]",126,3,2,5,136,"[14, 18]"
"[None, None, None]",127,0,0,6,136,[]
"[None, None, None]",128,0,0,7,136,[]
"[None, None, None]",121,0,0,0,137,[]
"[None, None, None]",122,0,0,1,137,[]
"[8, None, None]",123,1,0,2,137,[]
"[None, None, None]",124,0,0,3,137,[]
"[None, None, None]",125,0,0,4,137,[]
"[2, 11, 13]",126,3,2,5,137,"[14, 18]"
"[None, None, None]",127,0,0,6,137,[]
"[None, None, None]",128,0,0,7,137,[]
"[None, None, None]",121,0,0,0,138,[]
"[None, None, None]",122,0,0,1,138,[]
"[8, None, None]",123,1,0,2,138,[]
"[None, None, None]",124,0,0,3,138,[]
"[None, None, None]",125,0,0,4,138,[]
"[2, 14, 13]",126,3,1,5,138,[18]
"[None, None, None]",127,0,0,6,138,[]
"[None, None, None]",128,0,0,7,138,[]
"[None, None, None]",121,0,0,0,139,[]
"[None, None, None]",122,0,0,1,139,[]
"[8, None, None]",123,1,0,2,139,[]
"[None, None, None]",124,0,0,3,139,[]
"[None, None, None]",125,0,0,4,139,[]
"[2, 14, 13]",126,3,1,5,139,[18]
"[None, None, None]",127,0,0,6,139,[]
"[None, None, None]",128,0,0,7,139,[]
"[None, None, None]",121,0,0,0,140,[]
"[None, None, None]",122,0,0,1,140,[]
"[8, None, None]",123,1,0,2,140,[]
"[None, None, None]",124,0,0,3,140,[]
"[None, None, None]",125,0,0,4,140,[]
"[2, 14, 13]",126,3,2,5,140,"[18, 17]"
"[None, None, None]",127,0,0,6,140,[]
"[None, None, None]",128,0,0,7,140,[]
"[None, None, None]",121,0,0,0,141,[]
"[None, None, None]",122,0,0,1,141,[]
"[8, None, None]",123,1,0,2,141,[]
"[None, None, None]",124,0,0,3,141,[]
"[None, None, None]",125,0,0,4,141,[]
"[2, 14, 13]",126,3,2,5,141,"[18, 17]"
"[None, None, None]",127,0,0,6,141,[]
"[None, None, None]",128,0,0,7,141,[]
"[None, None, None]",121,0,0,0,142,[]
"[None, None, None]",122,0,0,1,142,[]
"[8, None, None]",123,1,0,2,142,[]
"[None, None, None]",124,0,0,3,142,[]
"[None, None, None]",125,0,0,4,142,[]
"[2, 14, 18]",126,3,1,5,142,[17]
"[None, None, None]",127,0,0,6,142,[]
"[None, None, None]",128,0,0,7,142,[]
"[None, None, None]",121,0,0,0,143,[]
"[None, None, None]",122,0,0,1,143,[]
"[8, None, None]",123,1,0,2,143,[]
"[None, None, None]",124,0,0,3,143,[]
"[None, None, None]",125,0,0,4,143,[]
"[2, 14, 18]",126,3,1,5,143,[17]
"[None, None, None]",127,0,0,6,143,[]
"[None, None, None]",128,0,0,7,143,[]
"[None, None, None]",121,0,0,0,144,[]
"[None, None, None]",122,0,0,1,144,[]
"[8, None, None]",123,1,0,2,144,[]
"[None, None, None]",124,0,0,3,144,[]
"[None, None, None]",125,0,0,4,144,[]
"[2, 14, 18]",126,3,1,5,144,[17]
"[None, None, None]",127,0,0,6,144,[]
"[None, None, None]",128,0,0,7,144,[]
"[None, None, None]",121,0,0,0,145,[]
"[None, None, None]",122,0,0,1,145,[]
"[8, None, None]",123,1,0,2,145,[]
"[None, None, None]",124,0,0,3,145,[]
"[None, None, None]",125,0,0,4,145,[]
"[2, 14, 18]",126,3,1,5,145,[17]
"[None, None, None]",127,0,0,6,145,[]
"[None, None, None]",128,0,0,7,145,[]
"[None, None, None]",121,0,0,0,146,[]
"[None, None, None]",122,0,0,1,146,[]
"[8, None, None]",123,1,0,2,146,[]
"[None, None, None]",124,0,0,3,146,[]
"[None, None, None]",125,0,0,4,146,[]
"[17, 14, 18]",126,3,0,5,146,[]
"[None, None, None]",127,0,0,6,146,[]
"[None, None, None]",128,0,0,7,146,[]
"[None, None, None]",121,0,0,0,147,[]
"[None, None, None]",122,0,0,1,147,[]
"[8, None, None]",123,1,0,2,147,[]
"[None, None, None]",124,0,0,3,147,[]
"[None, None, None]",125,0,0,4,147,[]
"[17, 14, 18]",126,3,0,5,147,[]
"[None, None, None]",127,0,0,6,147,[]
"[None, None, None]",128,0,0,7,147,[]
"[None, None, None]",121,0,0,0,148,[]
"[None, None, None]",122,0,0,1,148,[]
"[8, None, None]",123,1,0,2,148,[]
"[None, None, None]",124,0,0,3,148,[]
"[None, None, None]",125,0,0,4,148,[]
"[17, 14, 18]",126,3,0,5,148,[]
"[None, None, None]",127,0,0,6,148,[]
"[None, None, None]",128,0,0,7,148,[]
"[None, None, None]",121,0,0,0,149,[]
"[None, None, None]",122,0,0,1,149,[]
"[8, None, None]",123,1,0,2,149,[]
"[None, None, None]",124,0,0,3,149,[]
"[None, None, None]",125,0,0,4,149,[]
"[17, 14, 18]",126,3,0,5,149,[]
"[None, None, None]",127,0,0,6,149,[]
"[None, None, None]",128,0,0,7,149,[]
"[None, None, None]",121,0,0,0,150,[]
"[None, None, None]",122,0,0,1,150,[]
"[8, None, None]",123,1,0,2,150,[]
"[None, None, None]",124,0,0,3,150,[]
"[None, None, None]",125,0,0,4,150,[]
"[17, 14, 18]",126,3,0,5,150,[]
"[None, None, None]",127,0,0,6,150,[]
"[None, None, None]",128,0,0,7,150,[]
"[None, None, None]",121,0,0,0,151,[]
"[None, None, None]",122,0,0,1,151,[]
"[8, None, None]",123,1,0,2,151,[]
"[None, None, None]",124,0,0,3,151,[]
"[None, None, None]",125,0,0,4,151,[]
"[17, 14, 18]",126,3,0,5,151,[]
"[None, None, None]",127,0,0,6,151,[]
"[None, None, None]",128,0,0,7,151,[]
"[None, None, None]",121,0,0,0,152,[]
"[None, None, None]",122,0,0,1,152,[]
"[None, None, None]",123,0,0,2,152,[]
"[None, None, None]",124,0,0,3,152,[]
"[None, None, None]",125,0,0,4,152,[]
"[17, 14, 18]",126,3,0,5,152,[]
"[None, None, None]",127,0,0,6,152,[]
"[None, None, None]",128,0,0,7,152,[]
"[None, None, None]",121,0,0,0,153,[]
"[None, None, None]",122,0,0,1,153,[]
"[None, None, None]",123,0,0,2,153,[]
"[None, None, None]",124,0,0,3,153,[]
"[None, None, None]",125,0,0,4,153,[]
"[17, 14, 18]",126,3,0,5,153,[]
"[None, None, None]",127,0,0,6,153,[]
"[None, None, None]",128,0,0,7,153,[]
"[None, None, None]",121,0,0,0,154,[]
"[None, None, None]",122,0,0,1,154,[]
"[None, None, None]",123,0,0,2,154,[]
"[None, None, None]",124,0,0,3,154,[]
"[None, None, None]",125,0,0,4,154,[]
