charging_slots,node_id,occupied_piles,queue_length,station_id,time,waiting_vehicles
"[None, None]",27,0,0,1,106,[]
"[0, 1]",26,2,0,0,107,[]
"[None, None]",27,0,0,1,107,[]
"[0, 1]",26,2,0,0,108,[]
"[None, None]",27,0,0,1,108,[]
"[0, 1]",26,2,0,0,109,[]
"[None, None]",27,0,0,1,109,[]
"[None, None]",26,0,0,0,110,[]
"[None, None]",27,0,0,1,110,[]
"[None, None]",26,0,0,0,111,[]
"[None, None]",27,0,0,1,111,[]
"[None, None]",26,0,0,0,112,[]
"[None, None]",27,0,0,1,112,[]
"[None, None]",26,0,0,0,113,[]
"[None, None]",27,0,0,1,113,[]
"[None, None]",26,0,0,0,114,[]
"[None, None]",27,0,0,1,114,[]
"[None, None]",26,0,0,0,115,[]
"[None, None]",27,0,0,1,115,[]
"[None, None]",26,0,0,0,116,[]
"[None, None]",27,0,0,1,116,[]
"[None, None]",26,0,0,0,117,[]
"[None, None]",27,0,0,1,117,[]
"[None, None]",26,0,0,0,118,[]
"[None, None]",27,0,0,1,118,[]
"[None, None]",26,0,0,0,119,[]
"[None, None]",27,0,0,1,119,[]
"[None, None]",26,0,0,0,120,[]
"[None, None]",27,0,0,1,120,[]
"[None, None]",26,0,0,0,121,[]
"[None, None]",27,0,0,1,121,[]
"[None, None]",26,0,0,0,122,[]
"[None, None]",27,0,0,1,122,[]
"[None, None]",26,0,0,0,123,[]
"[None, None]",27,0,0,1,123,[]
"[2, None]",26,1,0,0,124,[]
"[None, None]",27,0,0,1,124,[]
"[2, None]",26,1,0,0,125,[]
"[None, None]",27,0,0,1,125,[]
"[2, None]",26,1,0,0,126,[]
"[None, None]",27,0,0,1,126,[]
"[2, None]",26,1,0,0,127,[]
"[None, None]",27,0,0,1,127,[]
"[2, None]",26,1,0,0,128,[]
"[None, None]",27,0,0,1,128,[]
"[2, None]",26,1,0,0,129,[]
"[None, None]",27,0,0,1,129,[]
"[2, None]",26,1,0,0,130,[]
"[None, None]",27,0,0,1,130,[]
"[2, 3]",26,2,0,0,131,[]
"[None, None]",27,0,0,1,131,[]
"[2, 3]",26,2,0,0,132,[]
"[None, None]",27,0,0,1,132,[]
"[2, 3]",26,2,0,0,133,[]
"[None, None]",27,0,0,1,133,[]
"[2, 3]",26,2,0,0,134,[]
"[None, None]",27,0,0,1,134,[]
"[2, 3]",26,2,0,0,135,[]
"[None, None]",27,0,0,1,135,[]
"[2, 3]",26,2,0,0,136,[]
"[None, None]",27,0,0,1,136,[]
"[2, 3]",26,2,0,0,137,[]
"[None, None]",27,0,0,1,137,[]
"[2, 3]",26,2,0,0,138,[]
"[None, None]",27,0,0,1,138,[]
"[2, 3]",26,2,0,0,139,[]
"[None, None]",27,0,0,1,139,[]
"[2, 3]",26,2,0,0,140,[]
"[None, None]",27,0,0,1,140,[]
"[None, 3]",26,1,0,0,141,[]
"[None, None]",27,0,0,1,141,[]
"[None, 3]",26,1,0,0,142,[]
"[None, None]",27,0,0,1,142,[]
"[None, 3]",26,1,0,0,143,[]
"[None, None]",27,0,0,1,143,[]
"[None, 3]",26,1,0,0,144,[]
"[None, None]",27,0,0,1,144,[]
"[None, 3]",26,1,0,0,145,[]
"[None, None]",27,0,0,1,145,[]
"[None, 3]",26,1,0,0,146,[]
"[None, None]",27,0,0,1,146,[]
"[None, 3]",26,1,0,0,147,[]
"[None, None]",27,0,0,1,147,[]
"[None, None]",26,0,0,0,148,[]
"[None, None]",27,0,0,1,148,[]
"[None, None]",26,0,0,0,149,[]
"[None, None]",27,0,0,1,149,[]
"[None, None]",26,0,0,0,150,[]
"[None, None]",27,0,0,1,150,[]
"[None, None]",26,0,0,0,151,[]
"[None, None]",27,0,0,1,151,[]
"[None, None]",26,0,0,0,152,[]
"[None, None]",27,0,0,1,152,[]
"[None, None]",26,0,0,0,153,[]
"[None, None]",27,0,0,1,153,[]
"[None, None]",26,0,0,0,154,[]
"[None, None]",27,0,0,1,154,[]
"[None, None]",26,0,0,0,155,[]
"[None, None]",27,0,0,1,155,[]
"[None, None]",26,0,0,0,156,[]
"[None, None]",27,0,0,1,156,[]
"[None, None]",26,0,0,0,157,[]
"[None, None]",27,0,0,1,157,[]
"[None, None]",26,0,0,0,158,[]
"[None, None]",27,0,0,1,158,[]
"[None, None]",26,0,0,0,159,[]
"[None, None]",27,0,0,1,159,[]
"[None, None]",26,0,0,0,160,[]
"[None, None]",27,0,0,1,160,[]
"[None, None]",26,0,0,0,161,[]
"[None, None]",27,0,0,1,161,[]
"[None, None]",26,0,0,0,162,[]
"[None, None]",27,0,0,1,162,[]
"[None, None]",26,0,0,0,163,[]
"[None, None]",27,0,0,1,163,[]
"[None, None]",26,0,0,0,164,[]
"[None, None]",27,0,0,1,164,[]
"[None, None]",26,0,0,0,165,[]
"[None, None]",27,0,0,1,165,[]
"[None, None]",26,0,0,0,166,[]
"[None, None]",27,0,0,1,166,[]
"[None, None]",26,0,0,0,167,[]
"[None, None]",27,0,0,1,167,[]
"[None, None]",26,0,0,0,168,[]
"[None, None]",27,0,0,1,168,[]
"[None, None]",26,0,0,0,169,[]
"[None, None]",27,0,0,1,169,[]
"[None, None]",26,0,0,0,170,[]
"[None, None]",27,0,0,1,170,[]
"[None, None]",26,0,0,0,171,[]
"[None, None]",27,0,0,1,171,[]
"[4, None]",26,1,0,0,172,[]
"[None, None]",27,0,0,1,172,[]
"[4, None]",26,1,0,0,173,[]
"[None, None]",27,0,0,1,173,[]
"[4, None]",26,1,0,0,174,[]
"[None, None]",27,0,0,1,174,[]
"[4, None]",26,1,0,0,175,[]
"[None, None]",27,0,0,1,175,[]
"[4, None]",26,1,0,0,176,[]
"[None, None]",27,0,0,1,176,[]
"[4, None]",26,1,0,0,177,[]
"[None, None]",27,0,0,1,177,[]
"[4, None]",26,1,0,0,178,[]
"[None, None]",27,0,0,1,178,[]
"[4, None]",26,1,0,0,179,[]
"[None, None]",27,0,0,1,179,[]
