assigned_time,assigned_vehicle,assigned_vehicles,collaborative,complete_time,deadline,delivered_weight,event_type,origin_node,release_time,remaining_weight,service_distance,service_duration,status,task_id,time,weight
,,{},False,,46,0.0,released,9,3,10.95,0.0,0,pending,23,3,10.95
,,{},False,,78,0.0,released,11,3,23.16,0.0,0,pending,28,3,23.16
3,0,{0: 23.16},False,,78,0.0,assigned,11,3,23.16,0.0,0,assigned,28,3,23.16
3,1,{1: 10.95},False,,46,0.0,assigned,9,3,10.95,0.0,0,assigned,23,3,10.95
,,{},False,,74,0.0,released,14,5,8.74,0.0,0,pending,6,5,8.74
5,2,{2: 8.74},False,,74,0.0,assigned,14,5,8.74,0.0,0,assigned,6,5,8.74
,,{},False,,60,0.0,released,10,8,8.39,0.0,0,pending,24,8,8.39
8,3,{3: 8.39},False,,60,0.0,assigned,10,8,8.39,0.0,0,assigned,24,8,8.39
8,3,{},False,10,60,8.39,completed,10,8,0.0,3.8675,2,completed,24,10,8.39
5,2,{},False,13,74,8.74,completed,14,5,0.0,13.0571,8,completed,6,13,8.74
3,1,{},False,14,46,10.95,completed,9,3,0.0,17.149,11,completed,23,14,10.95
,,{},False,,75,0.0,released,16,16,28.44,0.0,0,pending,13,16,28.44
16,3,{3: 28.44},False,,75,0.0,assigned,16,16,28.44,0.0,0,assigned,13,16,28.44
3,0,{},False,16,78,23.16,completed,11,3,0.0,19.7293,13,completed,28,16,23.16
16,3,{},False,19,75,28.44,completed,16,16,0.0,5.6587,3,completed,13,19,28.44
,,{},False,,78,0.0,released,17,22,27.2,0.0,0,pending,11,22,27.2
22,4,{4: 27.2},False,,78,0.0,assigned,17,22,27.2,0.0,0,assigned,11,22,27.2
22,4,{},False,31,78,27.2,completed,17,22,0.0,14.9978,9,completed,11,31,27.2
,,{},False,,69,0.0,released,4,34,23.16,0.0,0,pending,17,34,23.16
34,0,{0: 23.16},False,,69,0.0,assigned,4,34,23.16,0.0,0,assigned,17,34,23.16
,,{},False,,109,0.0,released,1,42,25.71,0.0,0,pending,26,42,25.71
42,1,{1: 25.71},False,,109,0.0,assigned,1,42,25.71,0.0,0,assigned,26,42,25.71
34,0,{},False,42,69,23.16,completed,4,34,0.0,13.2619,8,completed,17,42,23.16
,,{},False,,104,0.0,released,8,43,13.63,0.0,0,pending,29,43,13.63
43,2,{2: 13.63},False,,104,0.0,assigned,8,43,13.63,0.0,0,assigned,29,43,13.63
,,{},False,,119,0.0,released,5,49,2.27,0.0,0,pending,1,49,2.27
49,3,{3: 2.27},False,,119,0.0,assigned,5,49,2.27,0.0,0,assigned,1,49,2.27
42,1,{},False,49,109,25.71,completed,1,42,0.0,11.7323,7,completed,26,49,25.71
,,{},False,,94,0.0,released,17,50,5.35,0.0,0,pending,20,50,5.35
50,4,{4: 5.35},False,,94,0.0,assigned,17,50,5.35,0.0,0,assigned,20,50,5.35
,,{},False,,125,0.0,released,4,51,5.66,0.0,0,pending,27,51,5.66
52,0,{0: 5.66},False,,125,0.0,assigned,4,51,5.66,0.0,0,assigned,27,52,5.66
,,{},False,,115,0.0,released,20,53,24.44,0.0,0,pending,12,53,24.44
43,2,{},False,55,104,13.63,completed,8,43,0.0,18.1141,12,completed,29,55,13.63
,,{},False,,106,0.0,released,5,58,28.91,0.0,0,pending,0,58,28.91
58,1,{1: 28.91},False,,106,0.0,assigned,5,58,28.91,0.0,0,assigned,0,58,28.91
49,3,{},False,59,119,2.27,completed,5,49,0.0,15.5595,10,completed,1,59,2.27
50,4,{},False,59,94,5.35,completed,17,50,0.0,14.9978,9,completed,20,59,5.35
52,0,{},False,60,125,5.66,completed,4,51,0.0,13.2619,8,completed,27,60,5.66
,,{},False,,139,0.0,released,7,63,29.97,0.0,0,pending,2,63,29.97
,,{},False,,97,0.0,released,3,66,29.76,0.0,0,pending,8,66,29.76
58,1,{},False,68,106,28.91,completed,5,58,0.0,15.5595,10,completed,0,68,28.91
