episode,seed,scale_index,scale,epsilon,total_reward,steps,final_score,completed_tasks,expired_tasks,eval_score_mean,eval_reward_mean,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count
32.0,39.0,0.0,medium,0.17036037192006936,3062.6475947838094,96.0,2724.1218032541738,32.0,8.0,2724.1218032541738,3074.8875820755843,13.0,44.0,17.0,20.0,1.0,1.0
33.0,40.0,0.0,medium,0.16950857006046902,3062.6475947838094,96.0,2724.1218032541738,32.0,8.0,2724.1218032541738,3074.8875820755843,9.0,44.0,17.0,20.0,5.0,1.0
34.0,41.0,0.0,medium,0.16866102721016668,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2724.1218032541738,3074.8875820755843,11.0,41.0,17.0,20.0,4.0,3.0
35.0,42.0,0.0,medium,0.16781772207411585,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2724.1218032541738,3074.8875820755843,15.0,41.0,17.0,20.0,0.0,3.0
36.0,43.0,0.0,medium,0.16697863346374528,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
37.0,44.0,0.0,medium,0.16614374029642656,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,14.0,37.0,17.0,20.0,1.0,7.0
38.0,45.0,0.0,medium,0.16531302159494443,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
39.0,46.0,0.0,medium,0.16448645648696972,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
40.0,47.0,0.0,medium,0.16366402420453488,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
41.0,48.0,0.0,medium,0.1628457040835122,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
42.0,49.0,0.0,medium,0.16203147556309463,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
43.0,50.0,0.0,medium,0.16122131818527916,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
44.0,51.0,0.0,medium,0.16041521159435276,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
45.0,52.0,0.0,medium,0.159613135536381,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
46.0,53.0,0.0,medium,0.15881506985869911,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
47.0,54.0,0.0,medium,0.15802099450940563,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
48.0,55.0,0.0,medium,0.1572308895368586,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,36.0,18.0,20.0,0.0,7.0
49.0,56.0,0.0,medium,0.1564447350891743,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
50.0,57.0,0.0,medium,0.15566251141372844,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,36.0,18.0,20.0,0.0,7.0
51.0,58.0,0.0,medium,0.1548841988566598,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
52.0,59.0,0.0,medium,0.1541097778623765,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
53.0,60.0,0.0,medium,0.15333922897306462,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,36.0,18.0,20.0,0.0,7.0
54.0,61.0,0.0,medium,0.1525725328281993,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
55.0,62.0,0.0,medium,0.1518096701640583,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,36.0,18.0,20.0,0.0,7.0
56.0,63.0,0.0,medium,0.151050621813238,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
57.0,64.0,0.0,medium,0.15029536870417182,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,36.0,18.0,20.0,0.0,7.0
58.0,65.0,0.0,medium,0.14954389186065095,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
59.0,66.0,0.0,medium,0.1487961724013477,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,36.0,18.0,20.0,0.0,7.0
60.0,67.0,0.0,medium,0.14805219153934096,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
61.0,68.0,0.0,medium,0.14731193058164427,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,36.0,18.0,20.0,0.0,7.0
62.0,69.0,0.0,medium,0.14657537092873604,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2721.922325177206,3066.3396874664027,15.0,37.0,17.0,20.0,0.0,7.0
63.0,70.0,0.0,medium,0.14584249407409236,3066.3396874664027,96.0,2721.922325177206,32.0,8.0,2721.922325177206,3066.3396874664027,14.0,36.0,18.0,20.0,0.0,8.0
64.0,71.0,0.0,medium,0.1451132816037219,3066.3396874664027,96.0,2721.922325177206,32.0,8.0,2721.922325177206,3066.3396874664027,14.0,37.0,17.0,20.0,0.0,8.0
65.0,72.0,0.0,medium,0.1443877151957033,3066.3396874664027,96.0,2721.922325177206,32.0,8.0,2721.922325177206,3066.3396874664027,14.0,36.0,18.0,20.0,0.0,8.0
66.0,73.0,0.0,medium,0.14366577661972477,3066.3396874664027,96.0,2721.922325177206,32.0,8.0,2721.922325177206,3066.3396874664027,14.0,37.0,17.0,20.0,0.0,8.0
67.0,74.0,0.0,medium,0.14294744773662615,3066.3396874664027,96.0,2721.922325177206,32.0,8.0,2725.3632540064987,3067.8703666301553,14.0,36.0,18.0,20.0,0.0,8.0
68.0,75.0,0.0,medium,0.14223271049794303,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2725.3632540064987,3067.8703666301553,21.0,37.0,17.0,20.0,0.0,1.0
69.0,76.0,0.0,medium,0.14152154694545332,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2725.3632540064987,3067.8703666301553,21.0,36.0,18.0,20.0,0.0,1.0
70.0,77.0,0.0,medium,0.14081393921072605,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2725.3632540064987,3067.8703666301553,21.0,37.0,17.0,20.0,0.0,1.0
71.0,78.0,0.0,medium,0.1401098695146724,3067.8703666301553,96.0,2725.3632540064987,32.0,8.0,2725.3632540064987,3067.8703666301553,21.0,36.0,18.0,20.0,0.0,1.0
72.0,79.0,0.0,medium,0.13940932016709906,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2721.922325177206,3066.3396874664027,21.0,38.0,16.0,21.0,0.0,1.0
73.0,80.0,0.0,medium,0.13871227356626356,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2721.922325177206,3066.3396874664027,21.0,38.0,16.0,21.0,0.0,1.0
74.0,81.0,0.0,medium,0.13801871219843223,3092.0405076969537,98.0,2746.125820454742,32.0,7.0,2725.3632540064987,3067.8703666301553,14.0,38.0,16.0,21.0,0.0,9.0
75.0,82.0,0.0,medium,0.13732861863744006,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2721.922325177206,3066.3396874664027,21.0,38.0,16.0,21.0,0.0,1.0
76.0,83.0,0.0,medium,0.13664197554425286,3092.0405076969537,98.0,2746.125820454742,32.0,7.0,2725.3632540064987,3067.8703666301553,14.0,38.0,16.0,21.0,0.0,9.0
77.0,84.0,0.0,medium,0.1359587656665316,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2721.922325177206,3066.3396874664027,21.0,38.0,16.0,21.0,0.0,1.0
78.0,85.0,0.0,medium,0.13527897183819892,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2724.1218032541738,3074.8875820755843,14.0,45.0,16.0,21.0,0.0,1.0
79.0,86.0,0.0,medium,0.13460257697900793,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2724.1218032541738,3074.8875820755843,14.0,45.0,16.0,21.0,0.0,1.0
80.0,87.0,0.0,medium,0.13392956409411289,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2724.1218032541738,3074.8875820755843,14.0,45.0,16.0,21.0,0.0,1.0
81.0,88.0,0.0,medium,0.1332599162736423,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2724.1218032541738,3074.8875820755843,14.0,45.0,16.0,21.0,0.0,1.0
82.0,89.0,0.0,medium,0.1325936166922741,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2724.1218032541738,3074.8875820755843,14.0,45.0,16.0,21.0,0.0,1.0
83.0,90.0,0.0,medium,0.13193064860881273,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2724.1218032541738,3074.8875820755843,14.0,45.0,16.0,21.0,0.0,1.0
84.0,91.0,0.0,medium,0.13127099536576867,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2724.1218032541738,3074.8875820755843,14.0,45.0,16.0,21.0,0.0,1.0
85.0,92.0,0.0,medium,0.13061464038893983,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2724.1218032541738,3074.8875820755843,14.0,45.0,16.0,21.0,0.0,1.0
86.0,93.0,0.0,medium,0.12996156718699514,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2724.1218032541738,3074.8875820755843,14.0,45.0,16.0,21.0,0.0,1.0
87.0,94.0,0.0,medium,0.12931175935106015,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2724.1218032541738,3074.8875820755843,14.0,45.0,16.0,21.0,0.0,1.0
88.0,95.0,0.0,medium,0.12866520055430486,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2724.1218032541738,3074.8875820755843,14.0,45.0,16.0,21.0,0.0,1.0
89.0,96.0,0.0,medium,0.12802187455153333,3098.741604730787,97.0,2746.819683462184,32.0,7.0,2724.1218032541738,3074.8875820755843,14.0,45.0,16.0,21.0,0.0,1.0
90.0,97.0,0.0,medium,0.12738176517877567,3049.5583388149785,97.0,2717.0097742179755,32.0,9.0,2724.1218032541738,3074.8875820755843,13.0,42.0,22.0,19.0,0.0,1.0
91.0,98.0,0.0,medium,0.1267448563528818,3049.5583388149785,97.0,2717.0097742179755,32.0,9.0,2724.1218032541738,3074.8875820755843,13.0,42.0,22.0,19.0,0.0,1.0
92.0,99.0,0.0,medium,0.12611113207111738,3049.5583388149785,97.0,2717.0097742179755,32.0,9.0,2724.1218032541738,3074.8875820755843,13.0,40.0,22.0,21.0,0.0,1.0
93.0,100.0,0.0,medium,0.1254805764107618,3148.7936947322382,101.0,2820.765860345736,33.0,8.0,2724.1218032541738,3074.8875820755843,18.0,31.0,22.0,29.0,0.0,1.0
94.0,101.0,0.0,medium,0.12485317352870799,3181.0227204207144,102.0,2825.423456222048,33.0,7.0,2825.423456222048,3181.022720420714,20.0,56.0,16.0,9.0,0.0,1.0
95.0,102.0,0.0,medium,0.12422890766106445,3265.620609472701,99.0,2904.659901707912,34.0,8.0,2904.659901707912,3265.620609472701,19.0,34.0,16.0,29.0,0.0,1.0
96.0,103.0,0.0,medium,0.12360776312275913,3265.620609472701,99.0,2904.659901707912,34.0,8.0,2904.646193727316,3246.093120321707,19.0,19.0,16.0,44.0,0.0,1.0
97.0,104.0,0.0,medium,0.12298972430714533,3267.571983476889,103.0,2903.954580954241,34.0,8.0,2904.646193727316,3246.093120321707,14.0,47.0,13.0,28.0,0.0,1.0
98.0,105.0,0.0,medium,0.1223747756856096,3267.571983476889,103.0,2903.954580954241,34.0,8.0,2825.423456222048,3181.022720420714,14.0,47.0,15.0,26.0,0.0,1.0
99.0,106.0,0.0,medium,0.12176290180718155,3267.571983476889,103.0,2903.954580954241,34.0,8.0,2825.423456222048,3181.022720420714,14.0,41.0,22.0,25.0,0.0,1.0
100.0,107.0,0.0,medium,0.12115408729814564,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2825.423456222048,3181.022720420714,16.0,57.0,21.0,7.0,0.0,1.0
101.0,108.0,0.0,medium,0.12054831686165492,3267.571983476889,103.0,2903.954580954241,34.0,8.0,2904.646193727316,3246.093120321707,14.0,41.0,23.0,24.0,0.0,1.0
102.0,109.0,0.0,medium,0.11994557527734664,3267.571983476889,103.0,2903.954580954241,34.0,8.0,2904.646193727316,3246.093120321707,14.0,41.0,21.0,26.0,0.0,1.0
103.0,110.0,0.0,medium,0.11934584740095991,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2825.423456222048,3181.022720420714,16.0,61.0,16.0,8.0,0.0,1.0
104.0,111.0,0.0,medium,0.11874911816395511,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2825.423456222048,3181.022720420714,16.0,57.0,23.0,5.0,0.0,1.0
105.0,112.0,0.0,medium,0.11815537257313534,3267.571983476889,103.0,2903.954580954241,34.0,8.0,2904.646193727316,3246.093120321707,14.0,41.0,23.0,24.0,0.0,1.0
106.0,113.0,0.0,medium,0.11756459571026966,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2825.423456222048,3181.022720420714,16.0,63.0,14.0,8.0,0.0,1.0
107.0,114.0,0.0,medium,0.1169767727317183,3071.2669156200564,95.0,2720.680874424881,32.0,8.0,2825.423456222048,3181.022720420714,12.0,45.0,20.0,17.0,0.0,1.0
108.0,115.0,0.0,medium,0.1163918888680597,3457.6737850415343,101.0,3037.3543829308346,35.0,6.0,2724.1218032541738,3074.8875820755843,17.0,45.0,26.0,12.0,0.0,1.0
109.0,116.0,0.0,medium,0.11580992942371941,3071.2669156200564,95.0,2720.680874424881,32.0,8.0,2825.423456222048,3181.022720420714,12.0,41.0,20.0,21.0,0.0,1.0
110.0,117.0,0.0,medium,0.11523087977660082,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2825.423456222048,3181.022720420714,15.0,56.0,24.0,5.0,0.0,2.0
111.0,118.0,0.0,medium,0.11465472537771781,3071.2669156200564,95.0,2720.680874424881,32.0,8.0,2825.423456222048,3181.022720420714,11.0,49.0,20.0,14.0,0.0,1.0
112.0,119.0,0.0,medium,0.11408145175082922,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2825.423456222048,3181.022720420714,15.0,56.0,24.0,5.0,0.0,2.0
113.0,120.0,0.0,medium,0.11351104449207507,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2825.423456222048,3181.022720420714,15.0,58.0,22.0,5.0,0.0,2.0
114.0,121.0,0.0,medium,0.11294348926961469,3457.6737850415343,101.0,3037.3543829308346,35.0,6.0,2724.1218032541738,3074.8875820755843,15.0,47.0,25.0,12.0,0.0,2.0
115.0,122.0,0.0,medium,0.11237877182326661,3071.2669156200564,95.0,2720.680874424881,32.0,8.0,2825.423456222048,3181.022720420714,11.0,42.0,20.0,21.0,0.0,1.0
116.0,123.0,0.0,medium,0.11181687796415028,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2825.423456222048,3181.022720420714,15.0,55.0,24.0,5.0,0.0,3.0
117.0,124.0,0.0,medium,0.11125779357432954,3071.2669156200564,95.0,2720.680874424881,32.0,8.0,2825.423456222048,3181.022720420714,11.0,49.0,20.0,14.0,0.0,1.0
118.0,125.0,0.0,medium,0.11070150460645789,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2821.9825273927554,3185.3948199387955,14.0,55.0,24.0,5.0,0.0,4.0
119.0,126.0,0.0,medium,0.1101479970834256,3302.5216027844945,101.0,2918.649970876642,34.0,7.0,2822.6763904001973,3180.741181757208,11.0,53.0,21.0,5.0,0.0,11.0
120.0,127.0,0.0,medium,0.10959725709800847,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2819.979245656717,3177.8001971307685,11.0,57.0,22.0,5.0,0.0,7.0
121.0,128.0,0.0,medium,0.10904927081251842,3302.5216027844945,101.0,2918.649970876642,34.0,7.0,2822.6763904001973,3180.741181757208,9.0,57.0,15.0,6.0,0.0,14.0
122.0,129.0,0.0,medium,0.10850402445845582,3456.20499794376,100.0,3034.017795153962,35.0,6.0,2721.922325177206,3066.3396874664027,13.0,44.0,23.0,12.0,0.0,8.0
123.0,130.0,0.0,medium,0.10796150433616354,3066.3396874664027,96.0,2721.922325177206,32.0,8.0,2821.9825273927554,3185.3948199387955,13.0,31.0,20.0,24.0,0.0,8.0
124.0,131.0,0.0,medium,0.10742169681448273,3066.3396874664027,96.0,2721.922325177206,32.0,8.0,2822.6763904001973,3180.741181757208,8.0,41.0,20.0,14.0,0.0,13.0
125.0,132.0,0.0,medium,0.10688458833041031,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2819.979245656717,3177.8001971307685,10.0,55.0,24.0,5.0,0.0,8.0
126.0,133.0,0.0,medium,0.10635016538875826,3302.5216027844945,101.0,2918.649970876642,34.0,7.0,2819.979245656717,3177.8001971307685,9.0,49.0,24.0,5.0,0.0,14.0
127.0,134.0,0.0,medium,0.10581841456181447,3302.5216027844945,101.0,2918.649970876642,34.0,7.0,2825.423456222048,3181.022720420714,12.0,60.0,13.0,5.0,0.0,11.0
128.0,135.0,0.0,medium,0.1052893224890054,3457.6737850415343,101.0,3037.3543829308346,35.0,6.0,2724.1218032541738,3074.8875820755843,15.0,56.0,16.0,12.0,0.0,2.0
129.0,136.0,0.0,medium,0.10476287587656037,3071.2669156200564,95.0,2720.680874424881,32.0,8.0,2825.423456222048,3181.022720420714,12.0,45.0,16.0,21.0,0.0,1.0
130.0,137.0,0.0,medium,0.10423906149717757,3071.2669156200564,95.0,2720.680874424881,32.0,8.0,2825.423456222048,3181.022720420714,12.0,52.0,16.0,14.0,0.0,1.0
131.0,138.0,0.0,medium,0.10371786618969168,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2825.423456222048,3181.022720420714,14.0,68.0,12.0,5.0,0.0,3.0
132.0,139.0,0.0,medium,0.10319927685874322,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2821.9825273927554,3185.3948199387955,14.0,67.0,12.0,5.0,0.0,4.0
133.0,140.0,0.0,medium,0.10268328047444951,3302.5216027844945,101.0,2918.649970876642,34.0,7.0,2825.423456222048,3181.022720420714,13.0,61.0,12.0,5.0,0.0,10.0
134.0,141.0,0.0,medium,0.10216986407207726,3311.458544610032,102.0,2919.150788118161,34.0,7.0,2821.9825273927554,3185.3948199387955,14.0,67.0,12.0,5.0,0.0,4.0
135.0,142.0,0.0,medium,0.10165901475171688,3455.1573709620066,99.0,3033.3239321465203,35.0,6.0,2721.922325177206,3066.3396874664027,14.0,51.0,12.0,12.0,0.0,10.0
136.0,143.0,0.0,medium,0.10115071967795829,3066.3396874664027,96.0,2721.922325177206,32.0,8.0,2819.979245656717,3177.8001971307685,9.0,37.0,16.0,21.0,0.0,13.0
137.0,144.0,0.0,medium,0.10064496607956849,3057.984732290696,96.0,2719.6953458903367,32.0,8.0,2819.979245656717,3177.8001971307685,8.0,44.0,16.0,14.0,0.0,14.0
138.0,145.0,0.0,medium,0.10014174124917065,3177.8001971307685,100.0,2819.979245656717,33.0,7.0,2819.979245656717,3177.8001971307685,9.0,60.0,12.0,5.0,0.0,14.0
139.0,146.0,0.0,medium,0.09964103254292479,3177.8001971307685,100.0,2819.979245656717,33.0,7.0,2819.979245656717,3177.8001971307685,9.0,60.0,12.0,5.0,0.0,14.0
140.0,147.0,0.0,medium,0.09914282738021017,3177.8001971307685,100.0,2819.979245656717,33.0,7.0,2819.979245656717,3177.8001971307685,9.0,60.0,12.0,5.0,0.0,14.0
141.0,148.0,0.0,medium,0.09864711324330912,3177.8001971307685,100.0,2819.979245656717,33.0,7.0,2819.979245656717,3177.8001971307685,9.0,60.0,12.0,5.0,0.0,14.0
142.0,149.0,0.0,medium,0.09815387767709258,3057.984732290696,96.0,2719.6953458903367,32.0,8.0,2819.979245656717,3177.8001971307685,6.0,44.0,16.0,14.0,0.0,16.0
143.0,150.0,0.0,medium,0.09766310828870711,3177.8001971307685,100.0,2819.979245656717,33.0,7.0,2819.979245656717,3177.8001971307685,9.0,60.0,12.0,5.0,0.0,14.0
144.0,151.0,0.0,medium,0.09717479274726358,3177.8001971307685,100.0,2819.979245656717,33.0,7.0,2819.979245656717,3177.8001971307685,9.0,60.0,12.0,5.0,0.0,14.0
