assigned_time,assigned_vehicle,assigned_vehicles,collaborative,complete_time,deadline,delivered_weight,event_type,origin_node,release_time,remaining_weight,service_distance,service_duration,status,task_id,time,weight
,,{},False,,38,0.0,released,2,0,7.08,0.0,0,pending,18,0,7.08
0,0,{0: 7.08},False,,38,0.0,assigned,2,0,7.08,0.0,0,assigned,18,0,7.08
,,{},False,,30,0.0,released,16,2,14.48,0.0,0,pending,24,2,14.48
2,1,{1: 14.48},False,,30,0.0,assigned,16,2,14.48,0.0,0,assigned,24,2,14.48
0,0,{},False,6,38,7.08,completed,2,0,0.0,9.2402,6,completed,18,6,7.08
2,1,{},False,11,30,14.48,completed,16,2,0.0,14.6278,9,completed,24,11,14.48
,,{},False,,44,0.0,released,8,16,2.03,0.0,0,pending,8,16,2.03
16,0,{0: 2.03},False,,44,0.0,assigned,8,16,2.03,0.0,0,assigned,8,16,2.03
16,0,{},False,23,44,2.03,completed,8,16,0.0,11.2604,7,completed,8,23,2.03
,,{},False,,77,0.0,released,10,27,4.13,0.0,0,pending,16,27,4.13
27,1,{1: 4.13},False,,77,0.0,assigned,10,27,4.13,0.0,0,assigned,16,27,4.13
,,{},False,,63,0.0,released,4,30,8.15,0.0,0,pending,23,30,8.15
30,2,{2: 8.15},False,,63,0.0,assigned,4,30,8.15,0.0,0,assigned,23,30,8.15
27,1,{},False,30,77,4.13,completed,10,27,0.0,5.4064,3,completed,16,30,4.13
,,{},False,,84,0.0,released,4,33,19.67,0.0,0,pending,27,33,19.67
33,0,{0: 19.67},False,,84,0.0,assigned,4,33,19.67,0.0,0,assigned,27,33,19.67
30,2,{},False,37,63,8.15,completed,4,30,0.0,11.8874,7,completed,23,37,8.15
,,{},False,,104,0.0,released,17,40,1.44,0.0,0,pending,7,40,1.44
40,1,{1: 1.44},False,,104,0.0,assigned,17,40,1.44,0.0,0,assigned,7,40,1.44
33,0,{},False,40,84,19.67,completed,4,33,0.0,11.8874,7,completed,27,40,19.67
,,{},False,,113,0.0,released,15,45,17.22,0.0,0,pending,25,45,17.22
45,3,{3: 17.22},False,,113,0.0,assigned,15,45,17.22,0.0,0,assigned,25,45,17.22
,,{},False,,84,0.0,released,16,48,24.31,0.0,0,pending,2,48,24.31
48,2,{2: 24.31},False,,84,0.0,assigned,16,48,24.31,0.0,0,assigned,2,48,24.31
40,1,{},False,52,104,1.44,completed,17,40,0.0,19.368,12,completed,7,52,1.44
48,2,{},False,57,84,24.31,completed,16,48,0.0,14.6278,9,completed,2,57,24.31
,,{},False,,124,0.0,released,1,59,9.53,0.0,0,pending,11,59,9.53
59,0,{0: 9.53},False,,124,0.0,assigned,1,59,9.53,0.0,0,assigned,11,59,9.53
45,3,{},False,59,113,17.22,completed,15,45,0.0,21.7648,14,completed,25,59,17.22
59,0,{},False,61,124,9.53,completed,1,59,0.0,3.0232,2,completed,11,61,9.53
,,{},False,,110,0.0,released,17,65,22.98,0.0,0,pending,14,65,22.98
65,0,{0: 22.98},False,,110,0.0,assigned,17,65,22.98,0.0,0,assigned,14,65,22.98
,,{},False,,149,0.0,released,19,69,29.16,0.0,0,pending,29,69,29.16
69,1,{1: 29.16},False,,149,0.0,assigned,19,69,29.16,0.0,0,assigned,29,69,29.16
,,{},False,,99,0.0,released,25,73,3.04,0.0,0,pending,15,73,3.04
73,2,{2: 3.04},False,,99,0.0,assigned,25,73,3.04,0.0,0,assigned,15,73,3.04
65,0,{},False,77,110,22.98,completed,17,65,0.0,19.368,12,completed,14,77,22.98
69,1,{},False,79,149,29.16,completed,19,69,0.0,15.2471,10,completed,29,79,29.16
73,2,{},False,84,99,3.04,completed,25,73,0.0,17.9453,11,completed,15,84,3.04
,,{},False,,110,0.0,released,25,85,28.96,0.0,0,pending,22,85,28.96
85,3,{3: 28.96},False,,110,0.0,assigned,25,85,28.96,0.0,0,assigned,22,85,28.96
85,3,{},False,96,110,28.96,completed,25,85,0.0,17.9453,11,completed,22,96,28.96
,,{},False,,127,0.0,released,22,98,28.78,0.0,0,pending,17,98,28.78
98,4,{4: 28.78},False,,127,0.0,assigned,22,98,28.78,0.0,0,assigned,17,98,28.78
,,{},False,,152,0.0,released,1,101,29.71,0.0,0,pending,28,101,29.71
101,2,{2: 29.71},False,,152,0.0,assigned,1,101,29.71,0.0,0,assigned,28,101,29.71
101,2,{},False,103,152,29.71,completed,1,101,0.0,3.0232,2,completed,28,103,29.71
,,{},False,,164,0.0,released,3,104,29.88,0.0,0,pending,13,104,29.88
,,{},False,,136,0.0,released,7,107,17.42,0.0,0,pending,20,107,17.42
98,4,{},False,108,127,28.78,completed,22,98,0.0,16.3343,10,completed,17,108,28.78
109,3,{3: 29.88},False,,164,0.0,assigned,3,104,29.88,0.0,0,assigned,13,109,29.88
111,0,{0: 17.42},False,,136,0.0,assigned,7,107,17.42,0.0,0,assigned,20,111,17.42
,,{},False,,174,0.0,released,17,112,25.43,0.0,0,pending,10,112,25.43
112,1,{1: 25.43},False,,174,0.0,assigned,17,112,25.43,0.0,0,assigned,10,112,25.43
,,{},False,,158,0.0,released,18,114,5.11,0.0,0,pending,4,114,5.11
114,2,{2: 5.11},False,,158,0.0,assigned,18,114,5.11,0.0,0,assigned,4,114,5.11
,,{},False,,195,0.0,released,25,115,17.23,0.0,0,pending,0,115,17.23
,,{},False,,181,0.0,released,21,115,22.43,0.0,0,pending,6,115,22.43
114,2,{},False,117,158,5.11,completed,18,114,0.0,5.7597,3,completed,4,117,5.11
109,3,{},False,118,164,29.88,completed,3,104,0.0,13.5127,9,completed,13,118,29.88
,,{},False,,172,0.0,released,19,119,15.73,0.0,0,pending,1,119,15.73
,,{},False,,169,0.0,released,13,120,29.43,0.0,0,pending,19,120,29.43
120,4,{4: 29.43},False,,169,0.0,assigned,13,120,29.43,0.0,0,assigned,19,120,29.43
111,0,{},False,124,136,17.42,completed,7,107,0.0,19.5174,13,completed,20,124,17.42
112,1,{},False,126,174,25.43,completed,17,112,0.0,21.614,14,completed,10,126,25.43
,,{},False,,167,0.0,released,25,130,29.57,0.0,0,pending,26,130,29.57
120,4,{},False,133,169,29.43,completed,13,120,0.0,20.2108,13,completed,19,133,29.43
140,1,{1: 29.57},False,,167,0.0,assigned,25,130,29.57,0.0,0,assigned,26,140,29.57
141,0,{0: 22.43},False,,181,0.0,assigned,21,115,22.43,0.0,0,assigned,6,141,22.43
142,2,{2: 17.23},False,,195,0.0,assigned,25,115,17.23,0.0,0,assigned,0,142,17.23
148,4,{4: 15.73},False,,172,0.0,assigned,19,119,15.73,0.0,0,assigned,1,148,15.73
140,1,{},False,151,167,29.57,completed,25,130,0.0,17.9453,11,completed,26,151,29.57
142,2,{},False,151,195,17.23,completed,25,115,0.0,14.7135,9,completed,0,151,17.23
141,0,{},False,152,181,22.43,completed,21,115,0.0,16.5671,11,completed,6,152,22.43
,,{},False,,179,0.0,released,11,153,23.57,0.0,0,pending,9,153,23.57
153,3,{3: 23.57},False,,179,0.0,assigned,11,153,23.57,0.0,0,assigned,9,153,23.57
148,4,{},False,158,172,15.73,completed,19,119,0.0,15.2471,10,completed,1,158,15.73
153,3,{},False,159,179,23.57,completed,11,153,0.0,9.6591,6,completed,9,159,23.57
,,{},False,,225,0.0,released,4,161,24.0,0.0,0,pending,3,161,24.0
164,1,{1: 24.0},False,,225,0.0,assigned,4,161,24.0,0.0,0,assigned,3,164,24.0
,,{},False,,199,0.0,released,9,169,14.26,0.0,0,pending,12,169,14.26
169,0,{0: 14.26},False,,199,0.0,assigned,9,169,14.26,0.0,0,assigned,12,169,14.26
164,1,{},False,171,225,24.0,completed,4,161,0.0,11.8874,7,completed,3,171,24.0
,,{},False,,214,0.0,released,10,172,10.77,0.0,0,pending,21,172,10.77
172,2,{2: 10.77},False,,214,0.0,assigned,10,172,10.77,0.0,0,assigned,21,172,10.77
169,0,{},False,175,199,14.26,completed,9,169,0.0,9.581,6,completed,12,175,14.26
172,2,{},False,175,214,10.77,completed,10,172,0.0,5.4064,3,completed,21,175,10.77
,,{},False,,242,0.0,released,13,177,2.21,0.0,0,pending,5,177,2.21
177,3,{3: 2.21},False,,242,0.0,assigned,13,177,2.21,0.0,0,assigned,5,177,2.21
