assigned_time,assigned_vehicle,assigned_vehicles,collaborative,complete_time,deadline,delivered_weight,event_type,origin_node,release_time,remaining_weight,service_distance,service_duration,status,task_id,time,weight
,,{},False,,46,0.0,released,4,6,13.32,0.0,0,pending,13,6,13.32
6,0,{0: 13.32},False,,46,0.0,assigned,4,6,13.32,0.0,0,assigned,13,6,13.32
,,{},False,,81,0.0,released,23,10,11.99,0.0,0,pending,4,10,11.99
,,{},False,,38,0.0,released,22,10,8.83,0.0,0,pending,21,10,8.83
10,1,{1: 11.99},False,,81,0.0,assigned,23,10,11.99,0.0,0,assigned,4,10,11.99
10,2,{2: 8.83},False,,38,0.0,assigned,22,10,8.83,0.0,0,assigned,21,10,8.83
,,{},False,,83,0.0,released,22,11,11.61,0.0,0,pending,25,11,11.61
11,3,{3: 11.61},False,,83,0.0,assigned,22,11,11.61,0.0,0,assigned,25,11,11.61
,,{},False,,63,0.0,released,5,14,25.53,0.0,0,pending,12,14,25.53
14,4,{4: 25.53},False,,63,0.0,assigned,5,14,25.53,0.0,0,assigned,12,14,25.53
14,4,{},False,16,63,25.53,completed,5,14,0.0,4.4291,2,completed,12,16,25.53
6,0,{},False,17,46,13.32,completed,4,6,0.0,17.3269,11,completed,13,17,13.32
10,1,{},False,18,81,11.99,completed,23,10,0.0,13.1798,8,completed,4,18,11.99
10,2,{},False,18,38,8.83,completed,22,10,0.0,13.2911,8,completed,21,18,8.83
11,3,{},False,19,83,11.61,completed,22,11,0.0,13.2911,8,completed,25,19,11.61
,,{},False,,54,0.0,released,1,21,16.65,0.0,0,pending,16,21,16.65
21,4,{4: 16.65},False,,54,0.0,assigned,1,21,16.65,0.0,0,assigned,16,21,16.65
,,{},False,,102,0.0,released,19,22,11.07,0.0,0,pending,27,22,11.07
,,{},False,,69,0.0,released,8,26,6.94,0.0,0,pending,8,26,6.94
28,1,{1: 11.07},False,,102,0.0,assigned,19,22,11.07,0.0,0,assigned,27,28,11.07
28,2,{2: 6.94},False,,69,0.0,assigned,8,26,6.94,0.0,0,assigned,8,28,6.94
21,4,{},False,31,54,16.65,completed,1,21,0.0,16.111,10,completed,16,31,16.65
,,{},False,,73,0.0,released,24,37,28.25,0.0,0,pending,20,37,28.25
37,0,{0: 28.25},False,,73,0.0,assigned,24,37,28.25,0.0,0,assigned,20,37,28.25
28,1,{},False,37,102,11.07,completed,19,22,0.0,13.7326,9,completed,27,37,11.07
28,2,{},False,42,69,6.94,completed,8,26,0.0,22.4724,14,completed,8,42,6.94
,,{},False,,127,0.0,released,11,47,20.62,0.0,0,pending,1,47,20.62
47,3,{3: 20.62},False,,127,0.0,assigned,11,47,20.62,0.0,0,assigned,1,47,20.62
37,0,{},False,47,73,28.25,completed,24,37,0.0,16.2328,10,completed,20,47,28.25
,,{},False,,129,0.0,released,1,50,6.89,0.0,0,pending,15,50,6.89
,,{},False,,101,0.0,released,7,50,3.0,0.0,0,pending,18,50,3.0
50,1,{1: 3.0},False,,101,0.0,assigned,7,50,3.0,0.0,0,assigned,18,50,3.0
50,4,{4: 6.89},False,,129,0.0,assigned,1,50,6.89,0.0,0,assigned,15,50,6.89
,,{},False,,121,0.0,released,14,51,26.71,0.0,0,pending,11,51,26.71
47,3,{},False,55,127,20.62,completed,11,47,0.0,13.0654,8,completed,1,55,20.62
58,2,{2: 26.71},False,,121,0.0,assigned,14,51,26.71,0.0,0,assigned,11,58,26.71
50,1,{},False,59,101,3.0,completed,7,50,0.0,13.6064,9,completed,18,59,3.0
,,{},False,,88,0.0,released,17,60,4.22,0.0,0,pending,6,60,4.22
60,0,{0: 4.22},False,,88,0.0,assigned,17,60,4.22,0.0,0,assigned,6,60,4.22
50,4,{},False,60,129,6.89,completed,1,50,0.0,16.111,10,completed,15,60,6.89
58,2,{},False,62,121,26.71,completed,14,51,0.0,6.0708,4,completed,11,62,26.71
60,0,{},False,68,88,4.22,completed,17,60,0.0,13.0369,8,completed,6,68,4.22
,,{},False,,145,0.0,released,23,85,28.16,0.0,0,pending,3,85,28.16
85,0,{0: 28.16},False,,145,0.0,assigned,23,85,28.16,0.0,0,assigned,3,85,28.16
,,{},False,,146,0.0,released,7,93,7.09,0.0,0,pending,28,93,7.09
93,1,{1: 7.09},False,,146,0.0,assigned,7,93,7.09,0.0,0,assigned,28,93,7.09
85,0,{},False,93,145,28.16,completed,23,85,0.0,13.1798,8,completed,3,93,28.16
,,{},False,,143,0.0,released,2,101,10.91,0.0,0,pending,10,101,10.91
101,2,{2: 10.91},False,,143,0.0,assigned,2,101,10.91,0.0,0,assigned,10,101,10.91
93,1,{},False,102,146,7.09,completed,7,93,0.0,13.6064,9,completed,28,102,7.09
,,{},False,,143,0.0,released,17,103,5.69,0.0,0,pending,24,103,5.69
103,3,{3: 5.69},False,,143,0.0,assigned,17,103,5.69,0.0,0,assigned,24,103,5.69
,,{},False,,137,0.0,released,7,107,23.4,0.0,0,pending,9,107,23.4
107,4,{4: 23.4},False,,137,0.0,assigned,7,107,23.4,0.0,0,assigned,9,107,23.4
103,3,{},False,111,143,5.69,completed,17,103,0.0,13.0369,8,completed,24,111,5.69
101,2,{},False,112,143,10.91,completed,2,101,0.0,17.8644,11,completed,10,112,10.91
,,{},False,,186,0.0,released,6,115,13.26,0.0,0,pending,5,115,13.26
107,4,{},False,116,137,23.4,completed,7,107,0.0,13.6064,9,completed,9,116,23.4
,,{},False,,182,0.0,released,5,118,11.83,0.0,0,pending,0,118,11.83
121,3,{3: 13.26},False,,186,0.0,assigned,6,115,13.26,0.0,0,assigned,5,121,13.26
121,3,{},False,121,186,13.26,completed,6,115,0.0,1.4141,0,completed,5,121,13.26
123,3,{3: 11.83},False,,182,0.0,assigned,5,118,11.83,0.0,0,assigned,0,123,11.83
123,3,{},False,125,182,11.83,completed,5,118,0.0,4.4291,2,completed,0,125,11.83
,,{},False,,182,0.0,released,3,128,27.05,0.0,0,pending,2,128,27.05
