episode,seed,scale_index,scale,epsilon,total_reward,steps,final_score,completed_tasks,expired_tasks,eval_score_mean,eval_reward_mean,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count,action_6_count,action_7_count
30.0,37.0,0.0,small,0.1720768383829392,3256.276313294277,82.0,2733.020646851075,30.0,0.0,2397.8289298348927,2841.0426291728804,26.0,10.0,27.0,1.0,10.0,3.0,4.0,1.0
31.0,38.0,1.0,medium,0.1712164541910245,1537.0931580019237,122.0,1685.3035076306187,30.0,53.0,4007.3151827938977,4298.927830214886,51.0,16.0,7.0,6.0,8.0,6.0,7.0,21.0
32.0,39.0,0.0,small,0.17036037192006936,3344.1330559727,76.0,2801.7582334954122,30.0,0.0,2231.2370590525675,2625.7255159481106,21.0,14.0,23.0,1.0,10.0,2.0,4.0,1.0
33.0,40.0,1.0,medium,0.16950857006046902,1646.9155446482878,124.0,1865.9106506667135,31.0,49.0,3759.1195237365537,3964.3188898434755,36.0,4.0,39.0,4.0,13.0,12.0,11.0,5.0
34.0,41.0,0.0,small,0.16866102721016668,3140.0853392817744,81.0,2632.168584298255,30.0,0.0,2610.5038912648793,3104.075030528572,48.0,16.0,4.0,1.0,3.0,2.0,4.0,3.0
35.0,42.0,1.0,medium,0.16781772207411585,2669.643199769836,149.0,2679.932903485873,38.0,41.0,2739.722819619038,2725.3092084296804,43.0,25.0,21.0,2.0,10.0,13.0,8.0,27.0
36.0,43.0,0.0,small,0.16697863346374528,3226.0934853559634,82.0,2704.2278606995114,30.0,0.0,2386.223177837867,2834.2173396086637,11.0,28.0,20.0,2.0,7.0,3.0,10.0,1.0
37.0,44.0,1.0,medium,0.16614374029642656,2575.86395350875,146.0,2719.144677304602,40.0,46.0,3042.3787059624697,3127.9439338266247,57.0,44.0,17.0,4.0,11.0,5.0,6.0,2.0
38.0,45.0,0.0,small,0.16531302159494443,3044.8485335155756,74.0,2565.8714625887337,29.0,1.0,2332.935153041588,2760.15912656357,26.0,16.0,12.0,4.0,4.0,2.0,7.0,3.0
39.0,46.0,1.0,medium,0.16448645648696972,1453.8821502747508,127.0,1667.5663425085986,29.0,49.0,2527.2188703510315,2493.757904653157,70.0,19.0,6.0,4.0,13.0,7.0,6.0,2.0
40.0,47.0,0.0,small,0.16366402420453488,3232.0012407485515,82.0,2712.542613810246,30.0,0.0,2452.8601628756687,2908.5271252118414,30.0,14.0,24.0,3.0,6.0,0.0,3.0,2.0
41.0,48.0,1.0,medium,0.1628457040835122,2481.6236660673617,136.0,2548.2449118143227,37.0,44.0,3606.9762662174535,3788.041203186648,36.0,11.0,36.0,20.0,9.0,3.0,11.0,10.0
42.0,49.0,0.0,small,0.16203147556309463,3089.1390241630065,79.0,2596.550355653394,29.0,1.0,2442.70015471831,2893.5108965655477,41.0,7.0,18.0,1.0,6.0,2.0,0.0,4.0
43.0,50.0,1.0,medium,0.16122131818527916,2771.8765851430203,130.0,2685.1692119869613,37.0,38.0,3744.3512638920574,4018.869912816607,27.0,15.0,29.0,26.0,14.0,13.0,2.0,4.0
44.0,51.0,0.0,small,0.16041521159435276,2749.8210525760937,79.0,2324.956776661507,27.0,3.0,2557.2396197513954,3040.3167512205355,32.0,26.0,9.0,3.0,3.0,0.0,4.0,2.0
45.0,52.0,1.0,medium,0.159613135536381,3689.3211568908646,165.0,3595.431074137473,48.0,39.0,2955.362980015079,2995.369100448151,54.0,40.0,25.0,9.0,12.0,5.0,13.0,7.0
46.0,53.0,0.0,small,0.15881506985869911,3310.215490179529,75.0,2775.9776589371695,30.0,0.0,2567.9964739085603,3055.6270689957873,30.0,9.0,23.0,4.0,9.0,0.0,0.0,0.0
47.0,54.0,1.0,medium,0.15802099450940563,6422.560362286204,176.0,5710.164723668146,67.0,22.0,3930.643104307161,4137.566759385666,68.0,49.0,31.0,6.0,11.0,1.0,8.0,2.0
48.0,55.0,0.0,small,0.1572308895368586,3250.2193217212384,73.0,2725.1666760969156,30.0,0.0,2475.462042691559,2930.711113968278,25.0,16.0,16.0,2.0,9.0,2.0,3.0,0.0
49.0,56.0,1.0,medium,0.1564447350891743,4088.680325385254,161.0,3936.6694732210785,51.0,41.0,2916.4912356127707,2935.1239856582442,39.0,27.0,17.0,29.0,5.0,12.0,10.0,22.0
50.0,57.0,0.0,small,0.15566251141372844,3228.1663785118867,81.0,2710.655558357953,30.0,0.0,2610.226963096036,3102.370811880242,31.0,21.0,11.0,5.0,4.0,3.0,4.0,2.0
51.0,58.0,1.0,medium,0.1548841988566598,3333.9785458871074,137.0,3187.095407070005,42.0,35.0,3188.8990006932604,3308.343417032424,32.0,9.0,7.0,20.0,9.0,5.0,12.0,43.0
52.0,59.0,0.0,small,0.1541097778623765,3090.501560515803,75.0,2601.7785480604284,29.0,1.0,2365.886031409613,2801.5987942991746,37.0,10.0,15.0,3.0,4.0,2.0,2.0,2.0
53.0,60.0,1.0,medium,0.15333922897306462,3987.7610931835698,154.0,3781.082995674755,49.0,36.0,2708.4242116453224,2716.9299382061554,34.0,7.0,18.0,19.0,7.0,8.0,34.0,27.0
54.0,61.0,0.0,small,0.1525725328281993,3265.2576045143933,78.0,2736.444698506826,30.0,0.0,2420.2827502899286,2872.100904158588,25.0,7.0,18.0,7.0,11.0,3.0,7.0,0.0
55.0,62.0,1.0,medium,0.1518096701640583,1567.504312566779,118.0,1809.7168984429486,32.0,57.0,4340.967596246636,4697.708230746632,36.0,4.0,7.0,34.0,4.0,10.0,2.0,21.0
56.0,63.0,0.0,small,0.151050621813238,3266.241872808952,81.0,2739.748142011606,30.0,0.0,2563.576477177153,3050.957168776521,23.0,3.0,16.0,8.0,6.0,0.0,25.0,0.0
57.0,64.0,1.0,medium,0.15029536870417182,3412.264316667089,152.0,3254.2936905105494,43.0,33.0,3059.456188882973,3122.157106727437,51.0,6.0,8.0,8.0,6.0,14.0,28.0,31.0
58.0,65.0,0.0,small,0.14954389186065095,3229.1647689543,79.0,2710.5652441625393,30.0,0.0,2533.2173325663985,3010.446769705631,26.0,16.0,26.0,1.0,3.0,0.0,7.0,0.0
59.0,66.0,1.0,medium,0.1487961724013477,4502.86126972544,165.0,4244.731397044138,54.0,36.0,2719.153314201664,2684.0015595731793,47.0,26.0,24.0,9.0,4.0,5.0,45.0,5.0
60.0,67.0,0.0,small,0.14805219153934096,3200.667294852312,79.0,2692.2304142733237,30.0,0.0,2330.316123799776,2757.369653049537,39.0,16.0,9.0,3.0,6.0,3.0,0.0,3.0
61.0,68.0,1.0,medium,0.14731193058164427,3307.967707549659,151.0,3247.7460181331135,44.0,41.0,3647.3760835276034,3813.946616288786,44.0,41.0,8.0,0.0,7.0,6.0,19.0,26.0
62.0,69.0,0.0,small,0.14657537092873604,3052.770967801538,81.0,2571.0464566462465,29.0,1.0,2693.791958848655,3210.902795740885,36.0,3.0,25.0,2.0,8.0,5.0,0.0,2.0
63.0,70.0,1.0,medium,0.14584249407409236,6044.733034128346,186.0,5382.036874520624,63.0,19.0,3526.4382138916785,3650.1381083220404,63.0,37.0,31.0,11.0,5.0,35.0,3.0,1.0
64.0,71.0,0.0,small,0.1451132816037219,3250.3092529860673,82.0,2727.991389456817,30.0,0.0,2237.350791701303,2641.603182648264,14.0,15.0,2.0,21.0,6.0,5.0,19.0,0.0
65.0,72.0,1.0,medium,0.1443877151957033,3219.8604041634662,148.0,3195.4718089848616,44.0,42.0,2971.0728221856243,3063.2848902790697,14.0,45.0,11.0,22.0,8.0,23.0,10.0,15.0
66.0,73.0,0.0,small,0.14366577661972477,3263.303392091595,80.0,2733.0004630618596,30.0,0.0,2317.142718969654,2743.7197342844865,12.0,26.0,2.0,8.0,10.0,16.0,6.0,0.0
67.0,74.0,1.0,medium,0.14294744773662615,1573.76111351331,120.0,1774.0254601834008,30.0,49.0,3956.024631544036,4216.586038003089,8.0,17.0,18.0,12.0,6.0,27.0,5.0,27.0
68.0,75.0,0.0,small,0.14223271049794303,2841.749748023148,72.0,2397.1044916156634,27.0,3.0,2579.206924579323,3069.0361440991887,10.0,20.0,0.0,17.0,9.0,8.0,7.0,1.0
69.0,76.0,1.0,medium,0.14152154694545332,2797.660233481939,139.0,2751.688734935933,39.0,43.0,3088.1087681980503,3158.7795629992934,25.0,33.0,3.0,9.0,7.0,53.0,7.0,2.0
70.0,77.0,0.0,small,0.14081393921072605,2469.2149584261624,75.0,2102.4710386907127,25.0,5.0,2201.3946495591863,2600.363602767584,13.0,11.0,2.0,8.0,3.0,21.0,12.0,5.0
71.0,78.0,1.0,medium,0.1401098695146724,3657.254474867718,164.0,3543.0992034950877,47.0,37.0,2939.0820149982837,2976.8606844635287,19.0,45.0,8.0,30.0,6.0,29.0,24.0,3.0
72.0,79.0,0.0,small,0.13940932016709906,3189.357966919244,88.0,2679.391217692034,30.0,0.0,2358.793568577886,2799.158546794261,22.0,15.0,0.0,17.0,8.0,24.0,0.0,2.0
73.0,80.0,1.0,medium,0.13871227356626356,5834.575762995384,184.0,5244.896638228735,62.0,23.0,3181.5788963592954,3302.856600392504,23.0,57.0,8.0,8.0,6.0,52.0,26.0,4.0
74.0,81.0,0.0,small,0.13801871219843223,3260.350746557788,75.0,2735.2015095162815,30.0,0.0,2457.7771470138996,2914.0700586942576,17.0,12.0,1.0,16.0,11.0,5.0,12.0,1.0
75.0,82.0,1.0,medium,0.13732861863744006,1733.9853296614428,128.0,1892.3062284896423,31.0,48.0,1930.725257513796,1795.284563021231,9.0,25.0,2.0,11.0,18.0,21.0,30.0,12.0
76.0,83.0,0.0,small,0.13664197554425286,3137.465922257994,77.0,2633.615851228718,29.0,1.0,2541.024400625979,3016.7213998412535,18.0,16.0,1.0,12.0,7.0,11.0,11.0,1.0
77.0,84.0,1.0,medium,0.1359587656665316,4205.741463869638,156.0,3973.868990611834,51.0,35.0,2589.585658609004,2518.9313606905903,37.0,42.0,4.0,13.0,9.0,13.0,35.0,3.0
78.0,85.0,0.0,small,0.13527897183819892,3264.6423187228793,76.0,2735.19574130996,30.0,0.0,2359.6982742295213,2799.5580785127067,27.0,20.0,0.0,15.0,8.0,0.0,4.0,2.0
79.0,86.0,1.0,medium,0.13460257697900793,2342.249138610767,132.0,2418.7665750512356,37.0,48.0,1949.4663648343633,1710.7648934816814,7.0,42.0,35.0,3.0,8.0,4.0,2.0,31.0
80.0,87.0,0.0,small,0.13392956409411289,1993.7168064200105,63.0,1705.1701591946417,21.0,9.0,2334.430565619414,2774.9000059161704,12.0,13.0,21.0,0.0,7.0,3.0,0.0,7.0
81.0,88.0,1.0,medium,0.1332599162736423,3990.5940102989316,156.0,3789.497921665611,49.0,36.0,3377.309720594003,3496.6776086576656,49.0,32.0,39.0,2.0,11.0,4.0,13.0,6.0
82.0,89.0,0.0,small,0.1325936166922741,3177.1011172365884,83.0,2670.655560869763,30.0,0.0,2579.971037197573,3068.414200028207,24.0,13.0,24.0,2.0,5.0,2.0,12.0,1.0
83.0,90.0,1.0,medium,0.13193064860881273,3899.1787362754335,156.0,3739.1846858611793,48.0,33.0,3007.8602588783065,3064.393237470321,17.0,49.0,26.0,1.0,5.0,0.0,39.0,19.0
84.0,91.0,0.0,small,0.13127099536576867,3212.758441654687,75.0,2695.371730144037,30.0,0.0,2448.863291444049,2901.3786885993914,16.0,30.0,15.0,0.0,11.0,1.0,1.0,1.0
85.0,92.0,1.0,medium,0.13061464038893983,2336.9807022112036,146.0,2471.683656266176,37.0,46.0,2738.286352164473,2695.181829701118,11.0,39.0,57.0,2.0,10.0,0.0,4.0,23.0
86.0,93.0,0.0,small,0.12996156718699514,2756.1526217799396,88.0,2331.4441305505297,27.0,3.0,2687.501313690277,3196.9432507793726,8.0,32.0,24.0,1.0,9.0,0.0,11.0,3.0
87.0,94.0,1.0,medium,0.12931175935106015,2126.6343595276344,136.0,2255.999391095825,36.0,53.0,3181.922245284589,3321.030906418711,7.0,46.0,43.0,8.0,11.0,3.0,8.0,10.0
88.0,95.0,0.0,small,0.12866520055430486,3267.9926153573497,82.0,2741.750611504061,30.0,0.0,2588.093063646221,3079.7729100957995,16.0,30.0,11.0,11.0,12.0,1.0,0.0,1.0
89.0,96.0,1.0,medium,0.12802187455153333,2049.34736139498,121.0,2136.5894629759327,34.0,49.0,2631.994513512338,2630.8458418649197,15.0,55.0,26.0,8.0,4.0,4.0,2.0,7.0
90.0,97.0,0.0,small,0.12738176517877567,2516.455583794774,68.0,2146.4118875812896,25.0,5.0,2524.765737673383,2998.8569857568514,16.0,18.0,2.0,12.0,6.0,1.0,11.0,2.0
91.0,98.0,1.0,medium,0.1267448563528818,2974.4494761198075,140.0,2965.9938766169075,42.0,47.0,2615.1892975641304,2567.926639609041,18.0,17.0,1.0,54.0,12.0,4.0,34.0,0.0
92.0,99.0,0.0,small,0.12611113207111738,2119.5545328504077,62.0,1803.22532043222,22.0,8.0,2350.610596662724,2791.902997419341,21.0,7.0,0.0,25.0,1.0,2.0,3.0,3.0
93.0,100.0,1.0,medium,0.1254805764107618,3289.658774794871,149.0,3220.7750993511854,44.0,43.0,3086.290158200004,3149.261372926666,31.0,13.0,3.0,44.0,6.0,8.0,42.0,2.0
94.0,101.0,0.0,small,0.12485317352870799,3221.1980269447963,80.0,2703.934930975451,30.0,0.0,2594.482456880732,3084.982490801769,20.0,10.0,1.0,13.0,29.0,5.0,1.0,1.0
95.0,102.0,1.0,medium,0.12422890766106445,1644.5132002914356,124.0,1836.7973280189212,31.0,50.0,3678.3914759787176,3886.5183078487194,13.0,21.0,4.0,24.0,21.0,4.0,34.0,3.0
96.0,103.0,0.0,small,0.12360776312275913,2615.5569963747407,69.0,2225.2066160519917,26.0,4.0,2524.579028426532,2998.3145030591454,13.0,22.0,0.0,4.0,19.0,2.0,8.0,1.0
97.0,104.0,1.0,medium,0.12298972430714533,2130.6363060119693,134.0,2202.237346497104,34.0,47.0,2873.9509066448136,2890.182802768192,18.0,53.0,12.0,5.0,5.0,18.0,18.0,5.0
98.0,105.0,0.0,small,0.1223747756856096,2493.2575028498895,73.0,2120.426430794141,25.0,5.0,2219.296009419094,2615.227321787461,15.0,18.0,2.0,12.0,6.0,2.0,17.0,1.0
99.0,106.0,1.0,medium,0.12176290180718155,3064.671726875212,154.0,3064.0789776456545,43.0,43.0,3111.6604687138056,3154.172462928397,16.0,73.0,13.0,4.0,5.0,2.0,38.0,3.0
100.0,107.0,0.0,small,0.12115408729814564,2920.7168286886986,78.0,2461.5136773946697,28.0,2.0,2326.351101068244,2745.6982612014544,16.0,25.0,1.0,1.0,4.0,1.0,29.0,1.0
101.0,108.0,1.0,medium,0.12054831686165492,3325.90228880927,154.0,3302.2321320573105,45.0,40.0,2241.12234135028,2150.0650211131124,18.0,56.0,1.0,0.0,15.0,21.0,43.0,0.0
102.0,109.0,0.0,small,0.11994557527734664,3273.1739136683614,81.0,2746.8423969920086,30.0,0.0,2410.839923407974,2856.8862237253343,18.0,34.0,2.0,0.0,10.0,2.0,15.0,0.0
103.0,110.0,1.0,medium,0.11934584740095991,1383.7116093040095,123.0,1612.8522933681688,29.0,52.0,3227.3624642600016,3343.5688459568814,10.0,80.0,6.0,9.0,11.0,2.0,4.0,1.0
104.0,111.0,0.0,small,0.11874911816395511,2942.2515371559716,72.0,2483.8415221304067,28.0,2.0,2556.546137774872,3037.484314778509,13.0,17.0,1.0,18.0,6.0,1.0,13.0,3.0
105.0,112.0,1.0,medium,0.11815537257313534,5611.998724821239,174.0,5077.152512754823,61.0,25.0,3794.9974015608923,3951.1877557623934,26.0,42.0,5.0,17.0,17.0,7.0,53.0,7.0
106.0,113.0,0.0,small,0.11756459571026966,2945.969775889902,84.0,2479.1650763613297,28.0,2.0,2359.0509281564746,2796.5214477699305,15.0,43.0,2.0,5.0,12.0,0.0,5.0,2.0
107.0,114.0,1.0,medium,0.1169767727317183,3425.6985788617003,140.0,3320.8516417194,44.0,37.0,3014.4874137189468,3053.2016594422375,12.0,25.0,15.0,13.0,14.0,9.0,11.0,41.0
108.0,115.0,0.0,small,0.1163918888680597,2881.849313382572,67.0,2414.5787521560455,27.0,3.0,2303.626952371645,2720.4175327869566,9.0,29.0,0.0,9.0,10.0,3.0,4.0,3.0
109.0,116.0,1.0,medium,0.11580992942371941,6416.963044865644,163.0,5669.4384728497025,65.0,21.0,3174.5508881940823,3256.9001977312646,31.0,11.0,9.0,32.0,14.0,10.0,37.0,19.0
110.0,117.0,0.0,small,0.11523087977660082,3195.7409403057136,76.0,2685.3904119060444,30.0,0.0,2466.3770714928737,2921.4892511735716,24.0,20.0,1.0,23.0,6.0,1.0,0.0,1.0
111.0,118.0,1.0,medium,0.11465472537771781,2225.198424615931,128.0,2244.8153939425792,34.0,44.0,2905.6678049170027,2933.938940667899,15.0,18.0,26.0,23.0,11.0,2.0,9.0,24.0
112.0,119.0,0.0,small,0.11408145175082922,2850.958658692958,75.0,2409.2068760134,27.0,3.0,2576.3102081755746,3065.370530028456,27.0,23.0,2.0,2.0,14.0,2.0,5.0,0.0
113.0,120.0,1.0,medium,0.11351104449207507,3430.158153121741,155.0,3390.132051749887,47.0,45.0,2585.7134067528364,2534.3643725689944,27.0,9.0,17.0,33.0,19.0,5.0,43.0,2.0
114.0,121.0,0.0,small,0.11294348926961469,2695.699800120235,65.0,2282.183220576363,26.0,4.0,2636.199440320935,3137.4063966504373,18.0,23.0,6.0,1.0,7.0,3.0,6.0,1.0
115.0,122.0,1.0,medium,0.11237877182326661,3766.245087674479,146.0,3578.05149446136,46.0,35.0,3376.3121789509387,3518.045747463154,35.0,10.0,20.0,5.0,5.0,14.0,29.0,28.0
116.0,123.0,0.0,small,0.11181687796415028,2486.4875037663264,72.0,2111.502756624999,25.0,5.0,2464.046333124846,2925.758334585826,15.0,18.0,2.0,0.0,12.0,4.0,9.0,12.0
117.0,124.0,1.0,medium,0.11125779357432954,5485.61657704556,174.0,4984.107041446002,60.0,27.0,2879.2494568260677,2894.9912911577185,29.0,45.0,11.0,3.0,21.0,7.0,28.0,30.0
118.0,125.0,0.0,small,0.11070150460645789,3077.073209529393,78.0,2587.1836014405635,29.0,1.0,2485.9303496698863,2951.9116981541324,23.0,9.0,1.0,1.0,7.0,19.0,1.0,17.0
119.0,126.0,1.0,medium,0.1101479970834256,2833.070803093423,137.0,2847.119788430512,40.0,42.0,3814.3835052458653,4024.5009490038615,39.0,8.0,37.0,38.0,5.0,3.0,6.0,1.0
120.0,127.0,0.0,small,0.10959725709800847,2706.253061381143,75.0,2282.5532472054942,26.0,4.0,2279.0961435509184,2695.9853285175714,27.0,17.0,6.0,1.0,9.0,3.0,9.0,3.0
121.0,128.0,1.0,medium,0.10904927081251842,3468.1016231477383,148.0,3345.078463980547,45.0,38.0,2393.0447967653986,2269.990466158401,38.0,12.0,27.0,17.0,24.0,12.0,14.0,4.0
122.0,129.0,0.0,small,0.10850402445845582,3156.501467499651,87.0,2648.8440851389287,30.0,0.0,2514.8099534847,2980.1459802501276,36.0,30.0,8.0,2.0,6.0,1.0,4.0,0.0
123.0,130.0,1.0,medium,0.10796150433616354,4141.336386528419,155.0,3951.878923648318,51.0,37.0,3688.4521663961264,3901.5493888245787,33.0,8.0,42.0,18.0,37.0,4.0,11.0,2.0
124.0,131.0,0.0,small,0.10742169681448273,3220.0875894824053,84.0,2703.9967514479654,30.0,0.0,2310.9389483981013,2735.6597120023557,26.0,34.0,8.0,2.0,10.0,1.0,2.0,1.0
125.0,132.0,1.0,medium,0.10688458833041031,3265.902274272706,143.0,3127.6100479984457,42.0,37.0,2498.759853681972,2441.8418890687326,23.0,27.0,34.0,26.0,16.0,6.0,8.0,3.0
126.0,133.0,0.0,small,0.10635016538875826,3280.419046246558,84.0,2753.1203112902954,30.0,0.0,2117.8927457226273,2505.0012298084175,25.0,40.0,0.0,3.0,6.0,2.0,0.0,8.0
127.0,134.0,1.0,medium,0.10581841456181447,3265.3459845531684,136.0,3211.1240250415776,44.0,42.0,1719.4418603652498,1507.0580495268082,25.0,13.0,15.0,24.0,24.0,2.0,9.0,24.0
128.0,135.0,0.0,small,0.1052893224890054,3244.337723322966,75.0,2721.38674393339,30.0,0.0,2423.629423430001,2876.836967240246,29.0,28.0,0.0,3.0,8.0,0.0,2.0,5.0
129.0,136.0,1.0,medium,0.10476287587656037,3711.6805221033937,155.0,3664.2704666850955,49.0,42.0,2557.610366285289,2533.935728925597,46.0,11.0,8.0,19.0,37.0,5.0,25.0,4.0
130.0,137.0,0.0,small,0.10423906149717757,2043.2520200791753,70.0,1776.701424856658,22.0,8.0,2494.787574123374,2957.39756838943,30.0,16.0,0.0,0.0,11.0,2.0,8.0,3.0
131.0,138.0,1.0,medium,0.10371786618969168,3349.987464336619,139.0,3207.6614208192136,43.0,39.0,3094.328192385974,3142.5814179234126,13.0,10.0,10.0,45.0,13.0,11.0,37.0,0.0
132.0,139.0,0.0,small,0.10319927685874322,2803.439730719838,73.0,2372.8919280412674,27.0,3.0,2295.7188764410994,2717.7188682153546,15.0,9.0,1.0,22.0,12.0,1.0,12.0,1.0
133.0,140.0,1.0,medium,0.10268328047444951,2577.4572051123137,133.0,2575.7779600554286,38.0,44.0,2463.1304543477786,2440.1761068934093,9.0,33.0,3.0,23.0,35.0,5.0,21.0,4.0
